,0,1,2,3
580,29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",18007,"Benton County, IN"
581,29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",18015,"Carroll County, IN"
582,29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",18157,"Tippecanoe County, IN"
583,29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",18171,"Warren County, IN"
584,29340,"Lake Charles, LA (Metropolitan Statistical Area)",22019,"Calcasieu County, LA"
585,29340,"Lake Charles, LA (Metropolitan Statistical Area)",22023,"Cameron County, LA"
586,29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",4015,"Mohave County, AZ"
587,29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",12105,"Polk County, FL"
588,29540,"Lancaster, PA (Metropolitan Statistical Area)",42071,"Lancaster County, PA"
589,29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26037,"Clinton County, MI"
590,29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26045,"Eaton County, MI"
591,29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26065,"Ingham County, MI"
592,29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26155,"Shiawassee County, MI"
593,29700,"Laredo, TX (Metropolitan Statistical Area)",48479,"Webb County, TX"
594,29740,"Las Cruces, NM (Metropolitan Statistical Area)",35013,"Doña Ana County, NM"
595,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",32003,"Clark County, NV"
596,29940,"Lawrence, KS (Metropolitan Statistical Area)",20045,"Douglas County, KS"
597,30020,"Lawton, OK (Metropolitan Statistical Area)",40031,"Comanche County, OK"
598,30020,"Lawton, OK (Metropolitan Statistical Area)",40033,"Cotton County, OK"
599,30140,"Lebanon, PA (Metropolitan Statistical Area)",42075,"Lebanon County, PA"
600,30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",16069,"Nez Perce County, ID"
601,30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",53003,"Asotin County, WA"
602,30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",23001,"Androscoggin County, ME"
603,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21017,"Bourbon County, KY"
604,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21049,"Clark County, KY"
605,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21067,"Fayette County, KY"
606,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21113,"Jessamine County, KY"
607,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21209,"Scott County, KY"
608,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21239,"Woodford County, KY"
609,30620,"Lima, OH (Metropolitan Statistical Area)",39003,"Allen County, OH"
610,30700,"Lincoln, NE (Metropolitan Statistical Area)",31109,"Lancaster County, NE"
611,30700,"Lincoln, NE (Metropolitan Statistical Area)",31159,"Seward County, NE"
612,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5045,"Faulkner County, AR"
613,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5053,"Grant County, AR"
614,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5085,"Lonoke County, AR"
615,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5105,"Perry County, AR"
616,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5119,"Pulaski County, AR"
617,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5125,"Saline County, AR"
618,30860,"Logan, UT-ID (Metropolitan Statistical Area)",16041,"Franklin County, ID"
619,30860,"Logan, UT-ID (Metropolitan Statistical Area)",49005,"Cache County, UT"
620,30980,"Longview, TX (Metropolitan Statistical Area)",48183,"Gregg County, TX"
621,30980,"Longview, TX (Metropolitan Statistical Area)",48203,"Harrison County, TX"
622,30980,"Longview, TX (Metropolitan Statistical Area)",48401,"Rusk County, TX"
623,30980,"Longview, TX (Metropolitan Statistical Area)",48459,"Upshur County, TX"
624,31020,"Longview, WA (Metropolitan Statistical Area)",53015,"Cowlitz County, WA"
625,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6037,"Los Angeles County, CA"
626,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6059,"Orange County, CA"
627,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18019,"Clark County, IN"
628,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18043,"Floyd County, IN"
629,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18061,"Harrison County, IN"
630,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18175,"Washington County, IN"
631,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21029,"Bullitt County, KY"
632,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21103,"Henry County, KY"
633,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21111,"Jefferson County, KY"
634,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21185,"Oldham County, KY"
635,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21211,"Shelby County, KY"
636,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21215,"Spencer County, KY"
637,31180,"Lubbock, TX (Metropolitan Statistical Area)",48107,"Crosby County, TX"
638,31180,"Lubbock, TX (Metropolitan Statistical Area)",48303,"Lubbock County, TX"
639,31180,"Lubbock, TX (Metropolitan Statistical Area)",48305,"Lynn County, TX"
640,31340,"Lynchburg, VA (Metropolitan Statistical Area)",51009,"Amherst County, VA"
641,31340,"Lynchburg, VA (Metropolitan Statistical Area)",51011,"Appomattox County, VA"
642,31340,"Lynchburg, VA (Metropolitan Statistical Area)",51019,"Bedford County, VA"
643,31340,"Lynchburg, VA (Metropolitan Statistical Area)",51911,"['Campbell County, VA', 'Lynchburg, VA']"
644,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",13021,"Bibb County, GA"
645,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",13079,"Crawford County, GA"
646,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",13169,"Jones County, GA"
647,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",13207,"Monroe County, GA"
648,31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",13289,"Twiggs County, GA"
649,31460,"Madera, CA (Metropolitan Statistical Area)",6039,"Madera County, CA"
650,31540,"Madison, WI (Metropolitan Statistical Area)",55021,"Columbia County, WI"
651,31540,"Madison, WI (Metropolitan Statistical Area)",55025,"Dane County, WI"
652,31540,"Madison, WI (Metropolitan Statistical Area)",55045,"Green County, WI"
653,31540,"Madison, WI (Metropolitan Statistical Area)",55049,"Iowa County, WI"
654,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",33011,"Hillsborough County, NH"
655,31740,"Manhattan, KS (Metropolitan Statistical Area)",20061,"Geary County, KS"
656,31740,"Manhattan, KS (Metropolitan Statistical Area)",20149,"Pottawatomie County, KS"
657,31740,"Manhattan, KS (Metropolitan Statistical Area)",20161,"Riley County, KS"
658,31860,"Mankato, MN (Metropolitan Statistical Area)",27013,"Blue Earth County, MN"
659,31860,"Mankato, MN (Metropolitan Statistical Area)",27103,"Nicollet County, MN"
660,31900,"Mansfield, OH (Metropolitan Statistical Area)",39139,"Richland County, OH"
661,32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",48215,"Hidalgo County, TX"
662,32780,"Medford, OR (Metropolitan Statistical Area)",41029,"Jackson County, OR"
663,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",5035,"Crittenden County, AR"
664,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28033,"DeSoto County, MS"
665,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28093,"Marshall County, MS"
666,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28137,"Tate County, MS"
667,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28143,"Tunica County, MS"
668,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47047,"Fayette County, TN"
669,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47157,"Shelby County, TN"
670,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47167,"Tipton County, TN"
671,32900,"Merced, CA (Metropolitan Statistical Area)",6047,"Merced County, CA"
672,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",12011,"Broward County, FL"
673,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",12086,"Miami-Dade County, FL"
674,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",12099,"Palm Beach County, FL"
675,33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",18091,"LaPorte County, IN"
676,33220,"Midland, MI (Metropolitan Statistical Area)",26111,"Midland County, MI"
677,33260,"Midland, TX (Metropolitan Statistical Area)",48317,"Martin County, TX"
678,33260,"Midland, TX (Metropolitan Statistical Area)",48329,"Midland County, TX"
679,33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",55079,"Milwaukee County, WI"
680,33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",55089,"Ozaukee County, WI"
681,33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",55131,"Washington County, WI"
682,33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",55133,"Waukesha County, WI"
683,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27003,"Anoka County, MN"
684,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27019,"Carver County, MN"
685,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27025,"Chisago County, MN"
686,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27037,"Dakota County, MN"
687,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27053,"Hennepin County, MN"
688,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27059,"Isanti County, MN"
689,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27079,"Le Sueur County, MN"
690,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27095,"Mille Lacs County, MN"
691,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27123,"Ramsey County, MN"
692,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27139,"Scott County, MN"
693,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27141,"Sherburne County, MN"
694,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27163,"Washington County, MN"
695,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27171,"Wright County, MN"
696,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",55093,"Pierce County, WI"
697,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",55109,"St. Croix County, WI"
698,33540,"Missoula, MT (Metropolitan Statistical Area)",30063,"Missoula County, MT"
699,33660,"Mobile, AL (Metropolitan Statistical Area)",1097,"Mobile County, AL"
700,33660,"Mobile, AL (Metropolitan Statistical Area)",1129,"Washington County, AL"
701,33700,"Modesto, CA (Metropolitan Statistical Area)",6099,"Stanislaus County, CA"
702,33740,"Monroe, LA (Metropolitan Statistical Area)",22067,"Morehouse County, LA"
703,33740,"Monroe, LA (Metropolitan Statistical Area)",22073,"Ouachita County, LA"
704,33740,"Monroe, LA (Metropolitan Statistical Area)",22111,"Union County, LA"
705,33780,"Monroe, MI (Metropolitan Statistical Area)",26115,"Monroe County, MI"
706,33860,"Montgomery, AL (Metropolitan Statistical Area)",1001,"Autauga County, AL"
707,33860,"Montgomery, AL (Metropolitan Statistical Area)",1051,"Elmore County, AL"
708,33860,"Montgomery, AL (Metropolitan Statistical Area)",1085,"Lowndes County, AL"
709,33860,"Montgomery, AL (Metropolitan Statistical Area)",1101,"Montgomery County, AL"
710,34060,"Morgantown, WV (Metropolitan Statistical Area)",54061,"Monongalia County, WV"
711,34060,"Morgantown, WV (Metropolitan Statistical Area)",54077,"Preston County, WV"
712,34100,"Morristown, TN (Metropolitan Statistical Area)",47057,"Grainger County, TN"
713,34100,"Morristown, TN (Metropolitan Statistical Area)",47063,"Hamblen County, TN"
714,34100,"Morristown, TN (Metropolitan Statistical Area)",47089,"Jefferson County, TN"
715,34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",53057,"Skagit County, WA"
716,34620,"Muncie, IN (Metropolitan Statistical Area)",18035,"Delaware County, IN"
717,34740,"Muskegon, MI (Metropolitan Statistical Area)",26121,"Muskegon County, MI"
718,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",37019,"Brunswick County, NC"
719,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",45051,"Horry County, SC"
720,34900,"Napa, CA (Metropolitan Statistical Area)",6055,"Napa County, CA"
721,34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",12021,"Collier County, FL"
722,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47015,"Cannon County, TN"
723,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47021,"Cheatham County, TN"
724,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47037,"Davidson County, TN"
725,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47043,"Dickson County, TN"
726,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47111,"Macon County, TN"
727,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47119,"Maury County, TN"
728,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47147,"Robertson County, TN"
729,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47149,"Rutherford County, TN"
730,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47159,"Smith County, TN"
731,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47165,"Sumner County, TN"
732,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47169,"Trousdale County, TN"
733,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47187,"Williamson County, TN"
734,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47189,"Wilson County, TN"
735,35100,"New Bern, NC (Metropolitan Statistical Area)",37049,"Craven County, NC"
736,35100,"New Bern, NC (Metropolitan Statistical Area)",37103,"Jones County, NC"
737,35100,"New Bern, NC (Metropolitan Statistical Area)",37137,"Pamlico County, NC"
738,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",9009,"New Haven County, CT"
739,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22051,"Jefferson County, LA"
740,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22071,"Orleans County, LA"
741,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22075,"Plaquemines County, LA"
742,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22087,"St. Bernard County, LA"
743,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22089,"St. Charles County, LA"
744,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22093,"St. James County, LA"
745,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22095,"St. John the Baptist County, LA"
746,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22103,"St. Tammany County, LA"
747,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34003,"Bergen County, NJ"
748,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34013,"Essex County, NJ"
749,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34017,"Hudson County, NJ"
750,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34019,"Hunterdon County, NJ"
751,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34023,"Middlesex County, NJ"
752,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34025,"Monmouth County, NJ"
753,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34027,"Morris County, NJ"
754,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34029,"Ocean County, NJ"
755,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34031,"Passaic County, NJ"
756,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34035,"Somerset County, NJ"
757,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34037,"Sussex County, NJ"
758,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34039,"Union County, NJ"
759,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36005,"Bronx County, NY"
760,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36047,"Kings County, NY"
761,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36059,"Nassau County, NY"
762,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36061,"New York County, NY"
763,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36079,"Putnam County, NY"
764,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36081,"Queens County, NY"
765,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36085,"Richmond County, NY"
766,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36087,"Rockland County, NY"
767,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36103,"Suffolk County, NY"
768,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36119,"Westchester County, NY"
769,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",42103,"Pike County, PA"
770,35660,"Niles, MI (Metropolitan Statistical Area)",26021,"Berrien County, MI"
771,35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",12081,"Manatee County, FL"
772,35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",12115,"Sarasota County, FL"
773,35980,"Norwich-New London, CT (Metropolitan Statistical Area)",9011,"New London County, CT"
774,36100,"Ocala, FL (Metropolitan Statistical Area)",12083,"Marion County, FL"
775,36140,"Ocean City, NJ (Metropolitan Statistical Area)",34009,"Cape May County, NJ"
776,36220,"Odessa, TX (Metropolitan Statistical Area)",48135,"Ector County, TX"
777,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49003,"Box Elder County, UT"
778,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49011,"Davis County, UT"
779,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49029,"Morgan County, UT"
780,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49057,"Weber County, UT"
781,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40017,"Canadian County, OK"
782,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40027,"Cleveland County, OK"
783,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40051,"Grady County, OK"
784,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40081,"Lincoln County, OK"
785,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40083,"Logan County, OK"
786,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40087,"McClain County, OK"
787,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40109,"Oklahoma County, OK"
788,36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",53067,"Thurston County, WA"
789,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19085,"Harrison County, IA"
790,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19129,"Mills County, IA"
791,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19155,"Pottawattamie County, IA"
792,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31025,"Cass County, NE"
793,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31055,"Douglas County, NE"
794,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31153,"Sarpy County, NE"
795,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31155,"Saunders County, NE"
796,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31177,"Washington County, NE"
797,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12069,"Lake County, FL"
798,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12095,"Orange County, FL"
799,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12097,"Osceola County, FL"
800,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12117,"Seminole County, FL"
801,36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",55139,"Winnebago County, WI"
802,36980,"Owensboro, KY (Metropolitan Statistical Area)",21059,"Daviess County, KY"
803,36980,"Owensboro, KY (Metropolitan Statistical Area)",21091,"Hancock County, KY"
804,36980,"Owensboro, KY (Metropolitan Statistical Area)",21149,"McLean County, KY"
805,37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",6111,"Ventura County, CA"
806,37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",12009,"Brevard County, FL"
807,37460,"Panama City, FL (Metropolitan Statistical Area)",12005,"Bay County, FL"
808,37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",54105,"Wirt County, WV"
809,37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",54107,"Wood County, WV"
810,37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",12033,"Escambia County, FL"
811,37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",12113,"Santa Rosa County, FL"
812,37900,"Peoria, IL (Metropolitan Statistical Area)",17057,"Fulton County, IL"
813,37900,"Peoria, IL (Metropolitan Statistical Area)",17123,"Marshall County, IL"
814,37900,"Peoria, IL (Metropolitan Statistical Area)",17143,"Peoria County, IL"
815,37900,"Peoria, IL (Metropolitan Statistical Area)",17175,"Stark County, IL"
816,37900,"Peoria, IL (Metropolitan Statistical Area)",17179,"Tazewell County, IL"
817,37900,"Peoria, IL (Metropolitan Statistical Area)",17203,"Woodford County, IL"
818,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",10003,"New Castle County, DE"
819,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",24015,"Cecil County, MD"
820,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34005,"Burlington County, NJ"
821,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34007,"Camden County, NJ"
822,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34015,"Gloucester County, NJ"
823,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34033,"Salem County, NJ"
824,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42017,"Bucks County, PA"
825,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42029,"Chester County, PA"
826,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42045,"Delaware County, PA"
827,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42091,"Montgomery County, PA"
828,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42101,"Philadelphia County, PA"
829,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",4013,"Maricopa County, AZ"
830,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",4021,"Pinal County, AZ"
831,38220,"Pine Bluff, AR (Metropolitan Statistical Area)",5025,"Cleveland County, AR"
832,38220,"Pine Bluff, AR (Metropolitan Statistical Area)",5069,"Jefferson County, AR"
833,38220,"Pine Bluff, AR (Metropolitan Statistical Area)",5079,"Lincoln County, AR"
834,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42003,"Allegheny County, PA"
835,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42005,"Armstrong County, PA"
836,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42007,"Beaver County, PA"
837,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42019,"Butler County, PA"
838,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42051,"Fayette County, PA"
839,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42125,"Washington County, PA"
840,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42129,"Westmoreland County, PA"
841,38340,"Pittsfield, MA (Metropolitan Statistical Area)",25003,"Berkshire County, MA"
842,38540,"Pocatello, ID (Metropolitan Statistical Area)",16005,"Bannock County, ID"
843,38540,"Pocatello, ID (Metropolitan Statistical Area)",16077,"Power County, ID"
844,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23005,"Cumberland County, ME"
845,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23023,"Sagadahoc County, ME"
846,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23031,"York County, ME"
847,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41005,"Clackamas County, OR"
848,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41009,"Columbia County, OR"
849,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41051,"Multnomah County, OR"
850,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41067,"Washington County, OR"
851,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41071,"Yamhill County, OR"
852,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",53011,"Clark County, WA"
853,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",53059,"Skamania County, WA"
854,38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",12085,"Martin County, FL"
855,38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",12111,"St. Lucie County, FL"
856,39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",36027,"Dutchess County, NY"
857,39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",36071,"Orange County, NY"
