MSA,households,med_hh_inc_dol,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh,unemp,auto_commuters,annual_excess_fuel_consumed_commuters,ahd,tti,dvmt_freeway,ahd_truck,vmt_arterial,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,pop_2014,electricity_kwh,nat_gas_cuft,fueloil_gal,vmt,hh_2014,cf_transport_phh,cf_housing_phh,cf_food_phh,cf_goods_phh,cf_services_phh,cf_phh,cf
"Dubuque, IA",37720,53410,0.8188887088935688,0.0790944435444678,0.009557751498461,0.0063988336303256,0.0028754252389437,0.0410456828122468,0.042139154381986,4.7,,,,,,,,5437.0,13784.0,5.070443259150267,4594720.732999966,333.3372557312801,2.6952363435718225,4122.0,2450874.3480000054,7296.0,335.9202779605271,1.0622299027511208,0.0041118421052631,3.409677477261341,2.5850083798549286,2881.463269747232,1537.0040581153562,4.178573826110598,1594.5789700810672,92394.0,10558.66934965144,58472.97455820828,32.79241293597631,23496.282128709656,36961.0,16.053949088278994,16.688018076862495,7.601700435093186,5.071665902217946,5.629135125296373,50.41039963916549,1863218.781063196
"Duluth, MN-WI",117173,47574,0.791353876034714,0.0961185701293296,0.0188830484176776,0.0109752901823562,0.0041003190849814,0.0407257256485749,0.0378431705023661,7.8,66.0,793.0,1877.0,1.07,,73.0,,28903.0,71903.0,4.97546967442826,36662407.82899959,509.8870398870643,2.5695256547763208,20073.0,18848106.965000063,37074.0,508.3915133247036,1.0725604698667943,0.0068241894589199,0.9924373578627826,0.6892431610690806,1258.870814749339,647.1842188374831,8.146157436492848,29123.248707850653,88381.0,28208.923946076942,132212.5311861022,323.84485806500834,70869.3951076738,42382.0,16.151223934525376,15.335680120150124,7.262645816751535,4.87091172973268,5.406020436293727,49.84202585182869,2112404.739652204
"Durham-Chapel Hill, NC",206783,52925,0.741510082724864,0.1055803887461823,0.0420096680892376,0.0152464553710483,0.0097732651038611,0.0323577597540502,0.0535223802107562,8.5,,,,,,,,32806.0,76735.0,4.678107663232336,22182975.86000006,289.0855002280584,2.50268243613973,22928.0,11684310.672999956,41017.0,284.8650723602398,1.072837750040004,0.0094838725406538,5.393155488282181,3.769257728322071,3646.77918691064,1920.846925345479,40.13910270028983,6082.895268137228,462021.0,57145.64071081625,159681.47368069616,272.40691161373474,118298.89103474388,193901.0,15.055540233759157,11.932083196136356,7.270584381111112,5.197097173189226,5.8463128024485815,48.42507482426723,9389670.43350024
"East Stroudsburg, PA",57661,57748,0.782206532298893,0.09950330446205,0.0458109273018349,0.0065268256639711,0.0005199567614903,0.0218655501279367,0.0435669033838238,13.7,,,,,,,,12393.0,30460.0,4.915678205438554,8053570.425999955,264.39824116874445,2.5343338981683208,9000.0,4182698.774000016,15674.0,266.8558615541671,1.1075828513659605,0.0082301901237718,7.752217707371451,5.629787732295898,5037.765776163955,2616.41180508382,4.47333745361677,1598.6393142978568,138405.0,10232.9742760644,26044.8462374468,290.6449714650831,23017.361959466783,67126.0,15.947509441998692,13.66529723850239,8.214937249376828,5.52684355203162,6.15496766133894,51.79176734674477,3476574.1749175894
"Eau Claire, WI",64715,49537,0.8041489004934604,0.0787979686676567,0.0070785224931729,0.0109950653954869,0.0060604608824797,0.0369256934796148,0.0559933885881282,6.1,,,,,,,,11281.0,29158.0,5.169399875897527,12205034.133999957,418.58269202277097,2.798244836450669,8991.0,6422259.365999977,15721.0,408.51468519814114,1.0553096168631508,0.0062973093314674,2.583438416172636,2.05901026503042,2795.049556996172,1470.748299330632,4.936017032504212,4366.661086008314,146422.0,18313.11371125315,90236.24385063228,194.00486004964895,51073.60980502224,60017.0,17.01081703131423,15.291705042118112,7.463410616836251,4.961358005883744,5.501401719464311,51.94780440481276,3117751.376963647
"El Centro, CA",46952,41772,0.7965285673678226,0.1090285673678226,0.0111924388857305,0.0184586412734508,0.0052053723706651,0.0194712905059693,0.0401151222285389,18.1,,,,,,,,8682.0,24590.0,5.6645934116563,10563912.63200002,429.6019777145189,2.9349228288412808,7203.0,5633911.167999993,12728.0,442.639155248271,1.0395437387745634,0.0019641734758013,0.7478631974235002,0.6204628669709136,909.9702232515592,485.30232896803057,2.804135231507997,11609.075068690076,140787.0,9065.468428443924,36340.44913922544,0.2017169233693854,23310.898001946203,42756.0,15.443017888365809,11.089002213814933,10.206121801018558,4.960696542056965,5.10451128091141,51.15736540071855,2187284.3150731223
"Elizabethtown-Fort Knox, KY",55806,48617,0.820867821167173,0.1096975049018874,0.0035173848617742,0.011360404723773,0.0001047731660954,0.0174671835476194,0.0369849276316774,9.8,,,,,,,,9789.0,23366.0,4.77392992134028,8848936.064000007,378.7099231361811,2.500255388701604,6822.0,4643347.918000022,12207.0,380.384035225692,1.0888678119430135,0.012124191037929,3.109947092763118,2.1673367112912443,2811.290528785732,1475.1829970652616,2.8226586483798632,3147.641972038404,134105.0,40937.89286032722,95827.12372403768,58.89753401799097,82264.22254323389,53965.0,17.22550244784917,15.397869299352132,8.001283411425211,4.904584830206376,5.34596309632479,52.70283623365472,2844108.5573491766
"Elkhart-Goshen, IN",70427,46983,0.787773505138411,0.1358024691358024,0.0049697542107985,0.013886077941937,0.0167195124693606,0.0181474735208797,0.0227012075828105,8.7,,,,,,,,8987.0,23967.0,5.333704239456994,6075715.036000023,253.50336028706232,2.766440413931234,7078.0,3150972.786999984,12389.0,254.3363295665497,1.048368062175748,0.0074259423682298,7.427976354558543,5.850140941088835,5021.727787297649,2604.356443272873,14.399989080850016,1209.8853807584735,183979.0,13045.602308483332,65616.10643821901,9.96186672709148,24665.317655819414,69865.0,16.885009509310418,18.286057569721045,8.259809652188563,5.415909486504558,6.000220728262723,53.44595888557667,3734001.9175408143
"Elmira, NY",35390,49685,0.841524600068297,0.072578738606215,0.0171530641729491,0.00719745724868,0.0032572434264099,0.0330977961070687,0.0251911003703801,6.1,37.0,362.0,835.0,1.04,,0.0,,4060.0,10714.0,5.277832512315271,3643954.3709999816,340.1114775994009,2.774137931034483,3262.0,1904628.6559999983,5590.0,340.7206898032197,1.07694694993006,0.0076923076923076,3.814104917288192,3.064436019752237,3423.257213006116,1789.274266615171,9.168683254876523,1064.469931489624,89263.0,7798.636375899826,69471.23994264421,61.191105353050666,19464.16931987497,37044.0,13.441371925945012,10.44489099944853,7.312977493474339,4.78790374109509,5.287948915983929,44.27157400244338,1639996.1873465127
"El Paso, TX",258622,40699,0.7925753864601127,0.1127761559156792,0.0167388219556945,0.0251865643537808,0.0013075321686053,0.0215321023249368,0.0298834368211904,9.0,,,,,,,,36058.0,94407.0,5.2363969160796495,27296013.37999995,289.1312442933252,2.901575239891286,30026.0,14781606.420000097,52297.0,282.64731093561954,1.0669891709963886,0.0018739124615178,2.495141926027811,2.077739516082729,1888.8298684856056,1022.8577822559236,15.667358756910556,14451.28215908873,682777.0,23780.25709504177,66602.25842120506,0.2867172454901917,47055.149797248814,225789.0,15.22720602711005,13.703183174617518,9.69669057487731,4.779122951552139,4.932964184505132,49.86318976515469,11258559.753884513
"Erie, PA",109700,45703,0.799215667557592,0.0984392898052691,0.0167048491790759,0.0080103729158711,0.0025375461372024,0.0410859742904416,0.0340063001145475,8.5,109.0,1838.0,3969.0,1.09,,146.0,,10375.0,28802.0,5.5521927710843375,8667464.752999946,300.9327391500572,2.9624096385542167,9018.0,4579331.558999989,15415.0,297.0698384041511,1.0461211813043014,0.0112228349010703,2.578015946788234,2.240823885121571,2153.721672429765,1137.8881720224192,13.180903809326756,4024.4126545941153,284503.0,11276.919167556942,70433.84539121982,27.779120321039613,19644.673715215657,116459.0,13.564499977341711,13.801102557864008,7.560970429134317,4.872794242414146,5.365706007942538,44.92847063417443,5232324.76158532
"Evansville, IN-KY",126093,47425,0.8562926682445652,0.0780580903780115,0.0100420012860328,0.0091937668449783,0.0034134595652114,0.0157607431628199,0.0272392705183806,7.0,127.0,1770.0,3959.0,1.09,,245.0,,17940.0,46366.0,5.169007803790413,14054670.461000016,303.1244977138424,2.692586399108138,13613.0,7387666.107,24107.0,306.4531508275605,1.0672652342216498,0.0061807773675695,4.585646871960378,3.479621564548307,3592.5170365617973,1888.3627633585425,5.695687476452109,3912.207045356416,295850.0,55196.27690447802,186125.21451436367,23.84982084764722,106084.9251640734,127332.0,16.50047230388915,16.82339272133408,7.288694634500064,5.022325018188945,5.6060352767889565,50.91799953725626,6483490.717077915
"Fargo, ND-MN",89558,53634,0.8204125350946948,0.0784660575471851,0.0113520180463817,0.0097697138869504,0.0063535597786397,0.037293691880751,0.036352423765397,3.9,105.0,1215.0,2510.0,1.15,,75.0,,11470.0,32019.0,5.58308631211857,16722478.055999894,522.2673430150815,3.062772449869224,10011.0,8791460.622999992,17517.0,501.881636296169,1.0326496250228017,0.0033681566478278,1.5672025078137894,1.3678521626611897,2284.874415538282,1201.2205000620547,20.91615428873188,7318.773383026537,174589.0,19912.990191938603,80984.40555789773,133.1748138770957,46858.27609609363,73623.0,15.953497694090244,15.103103710723216,7.17823261038393,4.941596400356587,5.513709981722971,49.540534380643976,3647322.762706151
"Farmington, NM",40693,48824,0.8386018415342209,0.096045197740113,0.0025218462260277,0.010243778468516,0.0037534455457157,0.0170078001290246,0.0318260903563818,9.0,30.0,463.0,926.0,1.07,,42.0,,15227.0,36902.0,4.846916661193932,19478288.10400015,527.8382771665533,2.51796151572864,10724.0,10051603.546999956,19159.0,524.6413459470723,1.1048708104874274,0.0065765436609426,1.0572708805941986,0.7446097670908377,1352.4546408474253,697.9226199199064,6.130189814553781,14402.174768534482,112034.0,11797.011340241825,35977.41930842734,1.382399679689817,25425.85673991824,42029.0,16.85107923168192,11.056458088386748,9.055799400182089,4.83150775100146,5.096357656017497,52.68582327056488,2214332.466238572
"Fayetteville, NC",138822,44692,0.832900099881507,0.0884726814772536,0.0074011576328703,0.0112475262266503,0.002059668343766,0.0302498278439863,0.0276690385939661,13.1,180.0,2606.0,6527.0,1.09,,184.0,,28238.0,67345.0,4.769813726184574,17358309.256999783,257.75201213155816,2.516077625894185,19787.0,9147120.94599997,35489.0,257.7452434838956,1.0669379118327516,0.0083969680746146,6.586184242052586,4.615087031570739,4048.623234546622,2133.459304295423,21.41226171990703,4287.459773703448,412213.0,35403.16131263567,85731.96737982676,116.5067733902326,65731.39761219978,163630.0,14.142196838338874,11.94137649927325,8.103005318225248,4.855535826517084,5.264692049984712,46.50762687140479,7610042.984967966
"Flagstaff, AZ",46391,48540,0.6834139763623384,0.1194098516697073,0.0193860553660664,0.0125803125247878,0.0293805028952169,0.0824145316094233,0.0534147695724597,9.7,42.0,753.0,1449.0,1.08,,122.0,,13528.0,33471.0,4.948403311649911,26433157.605000112,789.7331303217744,2.56785925487877,9897.0,13537895.313000036,17351.0,780.2371801625287,1.1344376227701558,0.0087603019998847,0.2801509281128372,0.2049566628868088,547.4034325838027,280.3558498396946,9.565052256143382,48288.25694466837,114629.0,8882.880730073399,40743.213105756055,2.6263487052959653,22494.554161686832,50252.0,15.233475125359368,10.77076525807334,8.784947613605631,5.053618230541138,5.43518959003012,49.74070568489562,2499569.942077375
"Flint, MI",165962,41879,0.850928059230112,0.0892270056175412,0.0116233917523104,0.0060705687436899,0.0013008361593621,0.0119728701234823,0.0288772683735017,15.5,197.0,2307.0,5616.0,1.05,,249.0,,15691.0,41778.0,5.325090816391562,9751182.480000012,233.40472210254228,2.800395130966796,12516.0,5125076.81100002,21930.0,233.7016329685372,1.054887953049439,0.0067487460100319,9.323495708183843,7.436930232848702,5794.092664712102,3045.289124432556,10.821735258213392,1682.952455936348,452684.0,11541.873661225753,72648.3388629389,10.46913602200965,24086.52483189156,189574.0,16.536845026071752,18.346052232222316,7.675365044932005,5.278783756624237,5.898531615609081,51.92637046930883,9843889.755348751
"Florence, SC",78061,40673,0.84571533203125,0.09302978515625,0.0026611328125,0.00947265625,0.00198974609375,0.01324462890625,0.03388671875,14.4,51.0,1262.0,2716.0,1.1,,169.0,,16532.0,41184.0,4.982337285264941,13118633.103000036,318.5371285693482,2.570529881442052,12123.0,6751439.017000021,21200.0,318.4641045754728,1.0655815308998535,0.0056603773584905,4.65589146215412,3.4141889786894746,3694.588184090871,1901.401359575648,3.412404333596416,3550.770058619712,198628.0,23637.42568321385,54983.64799084333,110.39691268746788,43007.94983456325,83202.0,14.620777344109255,12.094128320677347,7.752039470631145,4.626778435368432,5.007460858329896,46.62783345254798,3879528.9989188975
"Florence-Muscle Shoals, AL",61133,41919,0.880355068856811,0.0795752447320391,0.0024058403849344,0.0069520491123278,0.0013771362203417,0.0129583540733366,0.016376306620209,8.6,,,,,,,,13582.0,34548.0,5.087321454866736,10566238.33899984,305.8422582783328,2.6568988366956265,10233.0,5457207.193999982,18026.0,302.7408850549197,1.0781526480737442,0.0120381670919782,3.9077865098937976,2.9442187715905783,3040.097455563704,1570.1369941399291,16.480357988110427,3475.6248750060604,142127.0,26366.513700497715,68476.9028641656,11.119302642676075,50740.76500949438,64932.0,16.995156526427287,15.060413277651474,7.240571929660619,4.560386526759532,4.99081261277054,50.78208412204526,3297382.286212643
"Fond du Lac, WI",41290,54529,0.8146610005794862,0.0945914622368166,0.0032064902453158,0.0103148541626424,0.0069538342669499,0.0332818234498744,0.0369905350589144,6.7,,,,,,,,5686.0,14590.0,5.131902919451284,5834534.020999979,399.8995216586689,2.750791417516708,4480.0,3044246.369999999,7751.0,392.75530512191966,1.0428264972065802,0.0117404205908914,2.86657132774034,2.258571851613916,2941.454086409444,1534.743116218714,10.04463915753906,1983.554340677145,92285.0,10296.832370575554,58007.51276009103,70.36291450208206,25484.306994636183,37540.0,17.476660549582906,16.610581276562105,7.553097903234545,5.374003273937396,6.044362568666292,53.92478484500404,2024336.423081452
"Fort Collins, CO",122743,58844,0.7589321724656701,0.0848116257482154,0.0096859895649947,0.0120418680580007,0.0384558752920841,0.0259338689542588,0.070138599916776,7.5,,,,,,,,19068.0,47497.0,4.98185441577512,11747320.97800008,247.32764128260905,2.6660373400461506,14490.0,6134766.297000034,25440.0,241.14647393868057,1.1387130124673095,0.0135613207547169,2.796143632199371,2.1248228042043675,1722.6346102389873,899.6060266618397,21.84953203709301,6819.392172998505,252515.0,9442.796927200148,60658.5099726729,0.5104787780990527,25680.7120369087,105530.0,17.74256398907687,16.576914412026756,7.564947151654358,5.607064646938674,6.3564254831258,55.01356525987258,5805581.541874353
"Fort Smith, AR-OK",106691,38833,0.8399254357678614,0.1073848627541058,0.0027298990202401,0.0100891413628292,0.0010689895839775,0.0152132236661925,0.0235884478447933,8.3,,,,,,,,19351.0,49116.0,5.076326804816288,17781111.195000246,362.0227867701003,2.604206500956023,14118.0,9191933.22200002,25115.0,365.9937575950634,1.1011775429624866,0.0057734421660362,3.008420184637297,2.194867250618023,2764.356044872045,1429.031959118547,4.617606217463537,6432.279672506254,224310.0,54422.0879903794,143868.90676879918,1.740091694127453,96954.91467325772,95077.0,15.583492485829654,15.08969947182595,7.681107189172668,4.574298149884028,4.946158336229479,48.36854864694549,4598736.499705636
"Fort Wayne, IN",163427,49607,0.8514267413269417,0.0781608364154803,0.0065035022831993,0.0083166311961485,0.0031303593197925,0.0123768002148893,0.0400851292435481,8.5,,,,,,,,18120.0,46048.0,5.082560706401766,12251092.841999924,266.0504873610129,2.7421633554083886,14008.0,6538892.762000005,24791.0,263.7607503529509,1.0478737541015914,0.0101649792263321,7.011609966605328,5.420454327384516,4740.61173690805,2530.2519680244304,18.500301577538007,2584.2852192722294,363360.0,25478.49863502637,111182.19578869668,25.449844559881704,54083.20053162941,151816.0,16.990098415918656,17.90482769793055,7.678530031076921,5.428634038157574,6.099361919994002,53.18672282106581,8074595.511802927
"Fresno, CA",292550,45201,0.7699954914976451,0.1249734168493224,0.0126408198101892,0.0236483708427496,0.008231561217806,0.0205548009879007,0.0399555387943867,14.3,341.0,7432.0,17638.0,1.15,3270.0,741.0,5350.0,35959.0,95037.0,5.285853332962541,29716786.128000468,312.6864918715918,2.9045301593481465,29919.0,15804664.8749999,52211.0,302.7075688073376,1.0616815934556532,0.0024707437130106,2.308557529564021,1.9207912546796613,1907.8091818526416,1014.6549709229132,11.421791111822245,15576.393284334124,803631.0,7436.898067892878,41301.73233663321,0.5749646062321064,21538.2835169375,272268.0,14.500086321607473,8.284144955508571,9.53320404514012,5.01790566884839,5.279340890092389,48.83062324729585,13295016.130294746
"Gadsden, AL",40001,38467,0.8653860870896151,0.0884926404938649,0.0031631846126374,0.0037243947858473,0.0001530573199663,0.0035968470192086,0.0354837886788602,10.7,35.0,855.0,1864.0,1.1,,120.0,,7800.0,20157.0,5.168461538461538,6137888.248999969,304.504055613433,2.6964102564102563,6013.0,3176710.941999987,10470.0,303.4107872015269,1.0840144122931237,0.0054441260744985,5.49071837366803,4.232780715495624,4320.694331321182,2236.208350906616,0.7558703464167963,1420.5791426868016,105818.0,13406.080103978124,37243.7590169204,1.6456112926940296,24540.07242624128,53420.0,16.362952880771275,15.347638474521286,7.320207242624128,4.47775878447429,4.866057990275345,49.38992977891631,2638410.0487897093
"Gainesville, FL",102411,41961,0.7383218577021736,0.0981335223437289,0.0427298501417578,0.0164034021871202,0.0306129337113541,0.0307563791008505,0.0430420548130147,8.9,107.0,2623.0,5523.0,1.17,,202.0,,22560.0,55964.0,4.961347517730497,16833001.658000037,300.78267561289465,2.691932624113475,17239.0,8895231.61500005,30399.0,292.6159286489704,1.0657254802452036,0.0057238724958057,3.1833505923102448,2.432525747377496,2375.236959146886,1255.1702495721288,13.202703040700046,7086.872572093163,274573.0,32227.56674065651,52038.58411179542,46.74294081514364,63465.08791134954,121368.0,13.582252516167877,10.883230704288811,7.13838351723069,4.474858804323292,4.889738911128988,43.66748626501872,5299835.473012792
"Gainesville, GA",61361,51036,0.7896741692929995,0.1349231952750825,0.0027669553564781,0.0219619326500732,0.0005583542199171,0.0103853884904583,0.0397300047149911,9.2,79.0,1416.0,3267.0,1.08,,141.0,,9523.0,21807.0,4.579859288039484,5672624.003999963,260.128582748657,2.472330148062585,6572.0,3008765.959000008,11737.0,256.34880795774114,1.1011332082025729,0.0089460679901167,8.557506529704918,5.905694939958072,5097.502567971284,2703.7209220304994,13.346600718551818,1112.8241581754744,141154.0,12547.430141374596,35618.70551627157,7.0391700623569164,27507.16801507573,52109.0,18.61818223489848,14.493526719095597,8.665441361916772,5.504251110294072,6.057154292284949,57.46321123429275,2994350.4742077608
"Gettysburg, PA",37956,60068,0.8248401863316461,0.0830426102563068,0.0047792857286898,0.0090140958680352,0.0022988969327875,0.0394039000584807,0.0366210248240537,6.0,,,,,,,,5081.0,13177.0,5.186774257036016,5183975.177000023,393.4108808530032,2.6762448336941547,3941.0,2659479.9680000087,6749.0,394.05541087568656,1.0645903555357228,0.004296932878945,3.759587635919913,2.9160666941862576,3835.782125637674,1967.8307430957525,2.2642108076949885,1351.478005580992,87626.0,10983.022863043176,37713.793204490445,202.67770697910632,25162.68776390569,34482.0,17.167976380995256,13.809235498556804,7.8113209549677025,5.259861292962529,5.85656374760498,53.26369875752573,1836638.860557002
"Glens Falls, NY",51864,54112,0.8017063742102485,0.0986359224127654,0.0055005875240544,0.0093663255053558,0.0031504913063469,0.0336847124538069,0.0479555865874218,8.2,,,,,,,,9435.0,23446.0,4.970005299417064,9944977.48900004,424.1652089482231,2.5225225225225225,6867.0,5047179.59600001,11870.0,425.2046837405232,1.085326395612382,0.0152485256950294,2.050563435286036,1.4924450567153371,2161.3998096116816,1096.932902053987,3.710902716089719,4601.174407795826,125090.0,14080.272361815763,67782.08434974837,636.7166614575308,40241.83424709823,61945.0,13.802636458863732,10.970031826062971,7.4501738419187955,4.95819475922032,5.498168656334272,45.51181017520086,2819229.081302817
"Goldsboro, NC",47480,41172,0.815484116416207,0.1367700209244816,0.0047745862659311,0.0068289899182042,0.0019592923720753,0.0123264219136389,0.0218565721894616,12.8,34.0,489.0,1156.0,1.07,,49.0,,7027.0,17508.0,4.983065319481998,5292363.476000013,302.2825837331513,2.591859968692188,5082.0,2778924.612000001,9060.0,306.72457086092726,1.0587110669958777,0.0059602649006622,4.86451166198291,3.5180657842887646,3663.6920234032254,1923.7386057841663,2.725438508610268,1444.5437668322086,115371.0,10964.07383838569,28376.30313500396,45.690216222598906,21106.575517244368,48039.0,14.314644791668446,11.52870271276353,7.689709285695713,4.670626024460064,5.074715689674192,46.06434058316687,2212884.857274753
"Grand Forks, ND-MN",40687,48396,0.8061184173392787,0.0814471976068183,0.0101032906248236,0.0101597335892081,0.0070741848695226,0.0414667645011382,0.0436304114692103,4.5,,,,,,,,8330.0,24585.0,5.902761104441777,18925593.48100008,769.802460077286,3.0837935174069626,7231.0,9741103.157000002,12740.0,764.607783124019,1.023379889848359,0.0040816326530612,0.936303708318854,0.8127745636078791,2127.2633083307924,1094.9136865564942,7.550687359332644,8896.685900087514,94834.0,19750.706302051927,82892.55503657256,150.14316643409563,46738.52223066044,41273.0,15.770411492628762,15.23128599987203,7.388458676695338,4.755449900285403,5.2315360427817605,48.916267605020025,2018921.1128619916
"Grand Island, NE",31918,50237,0.8059263466818138,0.1100776294613272,0.008709646880621,0.0066269052352551,0.0047571712581652,0.0201883934488308,0.0437139070339865,5.8,,,,,,,,6648.0,19555.0,5.882972322503009,10495036.793000014,536.6932647916142,3.0934115523465704,5742.0,5364118.911000001,10204.0,525.6878587808703,1.025671836402576,0.0032340258722069,1.5811828534233687,1.365696742532639,2496.17512381754,1275.8202234953724,5.736013751179852,4204.447313355711,68654.0,37412.39825892503,151832.58783656493,28.92619512502956,87164.54678338162,28166.0,17.71410291141986,18.277498177917543,7.694359393741591,4.829380060899204,5.28861540917831,53.24056068665882,1499573.6323004323
"Grand Junction, CO",58966,48610,0.7865071552964337,0.1003861588551525,0.0038767320360414,0.0156886499583554,0.014719466949345,0.0282577421064586,0.050564094798213,9.2,,,,,,,,9597.0,23405.0,4.877565906012295,7739567.54399993,330.680091604355,2.6064395123476087,6991.0,4084635.461000001,12518.0,326.3009634925708,1.1452348159154229,0.0065505671832561,1.1080179793758886,0.8071432420357235,893.5688226889666,471.5900312581351,16.351048409629524,8661.411798936408,116328.0,9558.1609533153,58058.91380446695,1.157858289229763,24672.794082250188,48477.0,16.63434632417369,16.38917514393027,7.437518310295027,4.805006683076757,5.292131505982592,50.80334914770175,2462793.956633138
"Grants Pass, OR",34187,37447,0.8161982515714182,0.0766563109601907,0.003612455747417,0.0123545986561664,0.0073332851672567,0.0209522433350191,0.0628928545625316,13.7,,,,,,,,4109.0,9556.0,4.651253346312972,4238863.337999988,443.5813455420666,2.392796300803115,2656.0,2178707.334999996,4907.0,443.9998644793144,1.1974960273504276,0.0050947625840635,0.9674748184302244,0.6253621605623452,998.0514816943476,512.9823517502359,0.6352964756462866,4247.138966021932,76024.0,10284.81915502577,29312.058954816923,23.980605990149268,24808.27901715248,33402.0,16.516881982589393,9.828038817192102,7.238701199621173,4.4343032560522415,4.822136667063786,49.52890508791599,1654364.4877465698
"Great Falls, MT",33685,45091,0.7956043392403764,0.1124304362321442,0.0091041981894186,0.0071038391506167,0.0051547713692201,0.0382632780242607,0.032339137793963,5.5,,,,,,,,5315.0,14237.0,5.357290686735654,7669220.701999953,538.6823559738676,2.8421448730009407,4193.0,3997783.119000011,7527.0,531.1256966919107,1.103694774089626,0.0042513617643151,0.7569548888937244,0.5971612133831395,1092.2397186046708,569.3586973967753,7.778645124130766,7021.554491533537,80305.0,9166.399906219873,66614.2159722851,6.382762028819357,24011.04921237781,35223.0,16.119307134659547,11.490648264189248,7.25907876221904,4.58646777439941,5.024181519765249,49.10834232570279,1729743.1417382292
"Greeley, CO",92369,58100,0.7895285335746138,0.1130517675951657,0.006180120209397,0.012384476184321,0.0059781554966716,0.0223453758159374,0.0505315711238932,7.5,74.0,1057.0,2660.0,1.14,,117.0,,16341.0,43636.0,5.3406768251636985,17376604.663000003,398.21717533687786,2.7972584297166634,12939.0,8990505.50099997,22773.0,394.7879287313912,1.0411843205024556,0.004127695077504,1.5716070505109505,1.2444173322661518,1671.2070498936575,864.6681251471168,7.562240653788544,10397.637243156503,173682.0,9869.49882518066,59640.61978640619,2.532070061790208,27175.8398222038,94813.0,18.362416580779776,16.92939426692523,8.36424171762186,5.344497017357777,5.884970822598475,56.31854271913768,5339729.9908296
"Green Bay, WI",123271,53053,0.8302320773246498,0.0808006409262418,0.0069519822194655,0.0122370393342637,0.0037021243603659,0.0253398459709515,0.0407362898640616,6.9,,,,,,,,17131.0,43524.0,5.081314575915008,16453309.239999885,378.02842661519816,2.7656879341544567,13376.0,8662869.99800004,23605.0,366.9930098707918,1.0527878802298478,0.0047447574666384,3.47316765471789,2.7118726606448247,3335.77149410067,1756.3247839635617,41.59181210213494,4932.38498773002,286500.0,30238.26019896436,158301.52391568365,217.58224579991003,82821.2160712507,118223.0,17.670784569414593,16.196547120642272,7.643045022374912,5.473518219275944,6.163957404569254,54.62208978504929,6457587.320657882
"Greensboro-High Point, NC",290505,43670,0.8307472845719416,0.0965933022003191,0.0099793710475265,0.0079502937550534,0.0014541720596056,0.014680066775089,0.0385955095904645,10.4,,,,,,,,38566.0,92562.0,4.80018669294197,25100065.053000204,271.17029723860986,2.5608048540164914,27809.0,13458374.257999966,49325.0,272.8509732995432,1.0652980260673564,0.0089812468322351,7.37473187929401,5.317738910731918,4799.726440873155,2573.5596557574604,41.19352117518597,5229.478255105318,653736.0,33969.598353092435,101915.29999565012,250.80423754699143,70627.87957902523,279395.0,15.47860850098029,12.581043588316872,7.353011543251659,5.113018100679043,5.71984158637361,49.143088232264894,13730333.13665365
"Greenville, NC",66427,42011,0.8294994944388271,0.0984074823053589,0.0104398382204246,0.0072927199191102,0.0037158746208291,0.0235844287158746,0.0270601617795753,12.1,69.0,1760.0,3827.0,1.15,,125.0,,8731.0,21628.0,4.954300767380598,5788576.553999923,267.6427110227447,2.5997022105142595,6419.0,3058944.0040000025,11337.0,269.8195293287468,1.0565192085809465,0.0063508864779042,5.1416361293055886,3.7801125087633225,3408.859735115937,1801.3946865753192,3.3772731725086524,1698.0976055921676,137184.0,10767.150433675277,29029.103633755974,28.4774811427522,19444.03826247959,60078.0,13.306756949410053,11.165578337603852,7.298939599370187,4.587914706421181,5.022186863263376,43.52255506787485,2614748.063367785
"Hagerstown-Martinsburg, MD-WV",96383,55868,0.8228473341273733,0.1018531493028795,0.0116653821901492,0.0081447488264555,0.0011034820990681,0.0175506200518461,0.0368352834022279,10.0,,,,,,,,14569.0,34277.0,4.705470519596403,10447942.099999964,304.8091169005445,2.4911112636419794,10147.0,5483989.767999978,18096.0,303.0498324491588,1.1039051580096944,0.0075707338638373,5.521856964818115,3.845856450134492,3959.917760512129,2078.509650313814,8.965994288701829,2638.4240107675246,222251.0,35442.27244068225,82774.49303809553,644.285646994595,73713.10923015929,94142.0,16.78995420338402,17.142666885676555,7.458767358590448,5.015161574946994,5.572308247310704,51.62614558761619,4860188.597909364
"Hammond, LA",45027,40721,0.7921166517213146,0.1268860384420445,0.0052243752193067,0.0284611485827907,0.0031580178564466,0.0133728410464345,0.030780927131662,12.5,40.0,692.0,1502.0,1.05,,163.0,,,,,,,,,,,,,,,,,,,,107365.0,13015.739610262604,26660.441309485945,3.153707990208208,23514.767959763423,43711.0,15.583957549644396,11.856182728446935,8.008879802542728,4.419279923071908,4.68935957372025,48.28543439862368,2110604.6229982395
