MSA,pop_2014,electricity_kwh,nat_gas_cuft,fueloil_gal,vmt,hh_2014,cf_transport_phh,cf_housing_phh,cf_food_phh,cf_goods_phh,cf_services_phh,cf_phh,cf,msa
"Fond du Lac, WI",92285,10296.832370575554,58007.51276009103,70.36291450208206,25484.306994636183,37540.0,17.476660549582906,16.610581276562105,7.553097903234545,5.3740032739373955,6.044362568666292,53.92478484500404,2024336.4230814518,0.0
"Fort Collins, CO",252515,9442.796927200148,60658.5099726729,0.5104787780990527,25680.7120369087,105530.0,17.74256398907687,16.576914412026756,7.564947151654358,5.607064646938674,6.3564254831258,55.01356525987258,5805581.541874353,0.0
"Fort Smith, AR-OK",224310,54422.0879903794,143868.90676879918,1.740091694127453,96954.91467325772,95077.0,15.583492485829654,15.08969947182595,7.681107189172668,4.574298149884028,4.946158336229479,48.368548646945484,4598736.499705636,0.0
"Fort Wayne, IN",363360,25478.49863502637,111182.19578869667,25.449844559881704,54083.20053162941,151816.0,16.990098415918656,17.90482769793055,7.678530031076921,5.428634038157574,6.099361919994002,53.18672282106581,8074595.511802927,0.0
"Fresno, CA",803631,7436.898067892878,41301.73233663321,0.5749646062321064,21538.2835169375,272268.0,14.500086321607473,8.284144955508571,9.53320404514012,5.01790566884839,5.279340890092389,48.83062324729585,13295016.130294746,0.0
"Gadsden, AL",105818,13406.080103978125,37243.7590169204,1.6456112926940296,24540.07242624128,53420.0,16.362952880771275,15.347638474521286,7.320207242624128,4.47775878447429,4.866057990275345,49.38992977891631,2638410.0487897093,0.0
"Gainesville, FL",274573,32227.56674065651,52038.58411179542,46.74294081514364,63465.08791134954,121368.0,13.582252516167875,10.883230704288813,7.13838351723069,4.474858804323292,4.889738911128988,43.66748626501872,5299835.473012792,0.0
"Gainesville, GA",141154,12547.430141374596,35618.70551627157,7.0391700623569164,27507.16801507573,52109.0,18.618182234898477,14.493526719095597,8.665441361916772,5.504251110294072,6.057154292284949,57.46321123429275,2994350.4742077608,0.0
"Gettysburg, PA",87626,10983.022863043177,37713.793204490445,202.67770697910632,25162.68776390569,34482.0,17.167976380995256,13.809235498556804,7.8113209549677025,5.259861292962529,5.85656374760498,53.263698757525724,1836638.860557002,0.0
"Glens Falls, NY",125090,14080.272361815765,67782.08434974837,636.7166614575308,40241.83424709823,61945.0,13.802636458863732,10.970031826062973,7.4501738419187955,4.95819475922032,5.498168656334272,45.51181017520086,2819229.081302817,0.0
"Goldsboro, NC",115371,10964.07383838569,28376.303135003956,45.690216222598906,21106.575517244368,48039.0,14.314644791668446,11.52870271276353,7.689709285695713,4.670626024460064,5.074715689674192,46.06434058316687,2212884.857274753,0.0
"Grand Forks, ND-MN",94834,19750.706302051927,82892.55503657256,150.14316643409563,46738.52223066044,41273.0,15.770411492628762,15.23128599987203,7.388458676695338,4.755449900285403,5.2315360427817605,48.916267605020025,2018921.1128619914,0.0
"Grand Island, NE",68654,37412.39825892503,151832.58783656493,28.92619512502956,87164.54678338162,28166.0,17.71410291141986,18.277498177917543,7.694359393741591,4.8293800608992035,5.28861540917831,53.240560686658824,1499573.6323004325,0.0
"Grand Junction, CO",116328,9558.1609533153,58058.91380446695,1.157858289229763,24672.794082250188,48477.0,16.63434632417369,16.38917514393027,7.437518310295027,4.805006683076757,5.292131505982592,50.80334914770175,2462793.956633138,0.0
"Grand Rapids-Kentwood, MI",957927,47280.90910866366,250886.39723282732,149.2652723648299,108431.3226061429,367513.0,17.642879708776317,18.909816562696513,8.098430741811153,5.593576594960876,6.2622643101556195,55.240031064480284,20301429.536600344,0.0
"Grants Pass, OR",76024,10284.81915502577,29312.058954816923,23.980605990149268,24808.27901715248,33402.0,16.516881982589393,9.828038817192102,7.238701199621173,4.4343032560522415,4.822136667063786,49.52890508791599,1654364.4877465698,0.0
"Great Falls, MT",80305,9166.399906219873,66614.2159722851,6.382762028819357,24011.04921237781,35223.0,16.119307134659547,11.490648264189247,7.2590787622190405,4.58646777439941,5.024181519765249,49.108342325702786,1729743.1417382292,0.0
"Greeley, CO",173682,9869.498825180659,59640.61978640619,2.5320700617902077,27175.839822203798,94813.0,18.362416580779776,16.92939426692523,8.36424171762186,5.344497017357777,5.884970822598475,56.318542719137675,5339729.9908296,0.0
"Green Bay, WI",286500,30238.26019896436,158301.52391568365,217.58224579991005,82821.2160712507,118223.0,17.670784569414593,16.196547120642272,7.6430450223749125,5.4735182192759435,6.163957404569254,54.62208978504929,6457587.320657882,0.0
"Greensboro-High Point, NC",653736,33969.598353092435,101915.29999565013,250.80423754699146,70627.87957902523,279395.0,15.47860850098029,12.581043588316872,7.353011543251659,5.113018100679043,5.71984158637361,49.143088232264894,13730333.13665365,0.0
"Greenville, NC",137184,10767.150433675275,29029.103633755978,28.4774811427522,19444.03826247959,60078.0,13.306756949410051,11.165578337603852,7.298939599370187,4.587914706421181,5.022186863263376,43.52255506787485,2614748.063367785,0.0
"Greenville-Anderson, SC",735983,46792.921069855736,142298.1131293563,216.897390832709,95253.3583082446,316573.0,16.06057682859917,12.534290004648811,7.476881519198093,4.97330397087551,5.514256682781897,50.08559583005384,15855747.328707635,0.0
"Gulfport-Biloxi, MS",375898,52717.08756409708,109711.10031051782,5.741505833733363,97474.19102604882,157174.0,15.84597038125096,14.266445131226838,7.834390831495344,4.864314923786974,5.3160464287404565,49.70669294652469,7812599.757177072,0.0
"Hagerstown-Martinsburg, MD-WV",222251,35442.27244068225,82774.49303809553,644.285646994595,73713.10923015929,94142.0,16.78995420338402,17.142666885676555,7.458767358590448,5.015161574946994,5.572308247310704,51.62614558761619,4860188.597909364,0.0
"Hammond, LA",107365,13015.739610262603,26660.441309485945,3.1537079902082077,23514.767959763423,43711.0,15.583957549644396,11.856182728446935,8.008879802542728,4.419279923071908,4.68935957372025,48.28543439862368,2110604.6229982395,0.0
"Hanford-Corcoran, CA",128170,7981.778677499611,42124.53461892496,0.04200126427922514,22743.658336584223,36138.0,15.160223073107948,8.552452533543793,9.85626909573223,4.9722784336506,5.171761952514639,50.32075562811336,1818491.4668887607,0.0
"Harrisburg-Carlisle, PA",521751,29247.94699875205,96377.48948859476,912.680912735372,68419.02015425505,221962.0,14.9782026374321,13.680830702134145,7.286361171518018,5.283134949471912,5.95943773653184,48.485339132385974,10761902.844502656,0.0
"Harrisonburg, VA",55762,11002.072037508518,24828.58385372752,235.76902154847585,29991.413220472725,22824.0,20.00447483068423,15.538826775002029,7.7968898174384,5.045840040424367,5.569678127717088,58.42135764694832,1333409.0669339485,0.0
"Hartford-East Hartford-Middletown, CT",1148756,22113.78063767446,92125.15844507595,1538.171745707979,79128.49744028249,471521.0,17.05370688752788,13.64405253786538,7.47552280271308,5.9885815898057775,6.885362900239388,54.456881067814,25677563.017976727,0.0
"Hattiesburg, MS",147875,53601.54899866134,111123.8655928671,8.477240944325688,100519.48443914196,60495.0,15.635225392821956,14.320502942218258,7.757272186049725,4.465989748237757,4.787805643453967,48.28151836338536,2920790.4533929974,0.0
"Hickory-Lenoir-Morganton, NC",338483,41775.899010917434,108394.3735048304,639.4338285245426,98338.60962460039,143042.0,16.318901836410678,12.430731457198226,7.508195109804775,4.901711925177507,5.413363123357237,50.46107383116088,7218052.922956915,0.0
"Hilton Head Island-Bluffton, SC",138923,25420.551660911857,53317.53119833975,15.586257757544793,44204.75504645959,67216.0,14.97331947839603,12.010796556897152,7.691773374641421,5.454439564197698,6.132383491802414,49.22523538743359,3308723.4218017366,0.0
"Hinesville, GA",66481,26170.22303437783,56246.075297344,4.5594071706788295,47072.84004092206,25622.0,14.591834580559778,13.72435199418952,8.830031243241395,4.745065454012704,5.013695826925043,47.772461685298694,1224026.0133007232,0.0
"Homosassa Springs, FL",117530,10832.246166117047,14444.977236051209,4.547116238896768,19733.272892027566,70023.0,13.453202942965213,10.806478495305827,6.627157746958223,4.371446789208025,4.822920956009977,42.72793137810665,2991937.938889162,0.0
"Hot Springs, AR",92423,12276.366217825997,34684.9710085204,0.6502080377492676,19877.929768564103,47295.0,13.56362786135079,11.916762928895611,6.83724224489575,4.460024588957976,4.912100830720273,43.33662338727558,2049605.6031011986,0.0
"Houma-Thibodaux, LA",194612,30400.671418804468,56914.38196838666,0.6940631235194727,48545.87738794695,74739.0,16.22578834402237,13.183499868978743,8.45864605453085,4.849109681673725,5.204361740119012,50.96369416436833,3808975.5381507245,0.0
"Houston-The Woodlands-Sugar Land, TX",4699545,118089.17569314528,256909.42220552597,11.007418178288217,245070.19776267782,2899863.0,18.684934181305586,14.17880032994912,8.87054598114277,6.08822500361007,6.818673598189163,59.14731294555317,171519104.36023065,0.0
"Huntington-Ashland, WV-KY-OH",364145,91455.24444245109,296819.7519272824,63.559929254405176,162088.26991156166,199438.0,14.91281828906898,16.89872077019048,7.288634071656497,4.4084839310848,4.777048010847614,46.29980259172687,9233940.029288825,0.0
"Huntsville, AL",340123,25353.691477160515,59703.6458986894,11.171246428576922,53296.330045900526,164207.0,17.806494306496734,14.562392758029361,7.4976110082911225,5.308063513728306,5.962209993007666,54.38087312802056,8929720.033732872,0.0
"Idaho Falls, ID",104896,30813.945417287025,112954.0705231865,132.6440754262484,91552.40690489468,38142.0,19.262211118562618,11.448378994779326,8.703236716030474,5.269067281512844,5.736653375702355,58.23337961037091,2221137.565098767,0.0
"Indianapolis-Carmel-Anderson, IN",1658560,141160.49033329682,544136.613708274,265.50570932984925,316606.3774080327,1089368.0,18.398242538317117,17.96564938255281,7.776758306144881,6.101816585190163,6.993740364952381,57.66880033292166,62822545.68107421,0.0
"Iowa City, IA",128494,21364.787966052936,103712.36299725626,13.941447121593336,49352.915834170446,54180.0,15.717537607791163,15.634983468270446,7.125519153445244,5.041225199806942,5.657682213222722,49.259501782057235,2668879.806551861,0.0
"Ithaca, NY",97235,6809.385568790801,47916.65856600798,112.86323266671306,17095.030205173036,38961.0,12.011453849085605,9.221900999655418,6.969603640664369,4.743261068870669,5.276365278967099,41.01213768667334,1597873.8964104801,0.0
"Jackson, MI",158543,11723.233954317837,67613.78950482557,23.938967229989746,25272.18364103114,63387.0,17.300134950660485,18.39632634098744,7.672984553086546,5.332301243244772,5.970722354833838,53.576278052486124,3396039.536912938,0.0
"Jackson, MS",549600,96417.49455693667,236071.9752704124,6.9354124430995,162177.5887656386,216804.0,15.612182684270778,13.76862591591594,8.03761102798135,4.887579093498954,5.317624017690668,49.46717950771254,10724682.38599011,0.0
"Jackson, TN",172600,58972.93403598127,151492.1801206837,20.859746276208636,96991.11087324432,72724.0,15.750108912811465,16.476139785435738,7.426794988918006,4.673177821647775,5.116836207742588,48.7170268439313,3542897.06019806,0.0
"Jacksonville, FL",997552,44944.155833688026,66328.18085292494,85.03445276369425,97556.33824045624,416539.0,14.59038300262677,11.195434310469015,7.734969755187092,5.226932759449577,5.819302582355124,47.961971102245336,19978031.48095817,0.0
"Jacksonville, NC",150970,11031.948719203165,25466.571502560175,24.89005014049103,20832.362827051733,59406.0,14.111686104464626,11.097641596805373,8.628106709942372,4.859659991931108,5.194144658540462,46.90528356934319,2786455.2757204017,0.0
"Janesville-Beloit, WI",151564,10316.404110545927,66119.77279314572,22.413957023316854,24951.52951888311,62212.0,17.15908017035835,16.587353291964018,7.607705985590247,5.402806664648325,6.075931192863105,53.40460418381838,3322407.235483709,0.0
"Jefferson City, MO",140248,49736.62720328734,139347.04722037946,19.146377451090924,103712.24511314706,56501.0,16.76938768619021,17.458646031722957,7.518181827548536,5.1037029087285894,5.684144264693644,51.84480437335119,2929283.2918987153,0.0
"Johnson City, TN",181105,34504.54105375854,88704.70881069521,176.9978877273242,74450.1779098445,81552.0,16.20132238230459,13.659889582824675,7.01365674042648,4.429008012205685,4.845431113597179,48.69074063083852,3970827.279926143,0.0
"Johnstown, PA",153842,9561.037171603817,49499.51873766082,270.82690450353516,20163.64644895412,66330.0,13.655618734506456,14.565602839074492,7.211151376087153,4.426303218897936,4.811734041953628,43.76042610595163,2902629.0636077714,0.0
"Jonesboro, AR",109393,27104.42617546737,77326.61389247229,1.895575437458739,44707.38809484642,46902.0,14.904460038108182,12.964820832477702,7.423409993844007,4.480059996828452,4.855314085981119,46.567704152869936,2184118.460177906,0.0
"Joplin, MO",157127,25624.43982715726,76375.67436300067,2.0134818178445117,45533.66404510941,67367.0,14.787873684629615,18.18991252552562,7.507933263328166,4.547746927820026,4.93526538306533,46.56669294347276,3137058.403522929,0.0
"Kahului-Wailuku-Lahaina, HI",128225,5168.391585718334,23923.874398511914,1.9284403511898571,21747.83224020277,56529.0,15.239497023259169,8.05432548628313,8.792223825307078,5.790537667303655,6.42794836368467,51.489703902813744,2910661.4719221583,0.0
"Kalamazoo-Portage, MI",235670,10983.74860501383,66642.05045329938,24.065311228921342,23593.837734968387,97996.0,16.234821489477604,17.525363548991617,7.297636652946917,5.182852258639004,5.823485311380641,50.77361720192176,4975611.3913195245,0.0
"Kankakee, IL",102813,11571.939897621878,65062.240400676725,4.297049005126893,24268.715853053603,40147.0,16.558118306550874,16.917733930573593,7.836747395757346,5.180082770907447,5.740487573577019,51.87355435334356,2082567.5866236838,0.0
"Kansas City, MO-KS",1815360,186902.83552863108,641237.477079153,34.053392825074795,362228.2507761601,1238505.0,16.56994677353372,20.392072835264905,7.581216744178798,5.655351929431918,6.419824611704319,52.79628683238248,65388465.22333986,0.0
"Kennewick-Richland, WA",190637,22473.580104257177,54407.05210524802,23.699032457780355,55255.266207432454,71686.0,18.824155215954818,10.640406113407732,8.46533676257114,5.522091572746512,6.113108621409568,57.748847388636854,4139783.8739018217,0.0
"Killeen-Temple, TX",333163,35012.376456678554,83627.20733248693,1.2850990555916422,80004.29052948876,123085.0,16.69062076062954,12.046958618036918,8.355890124924082,4.966476372965233,5.378208639498588,52.08181665864698,6410490.403429563,0.0
"Kingsport-Bristol, TN-VA",281384,44053.361897115414,108209.57717072612,280.8154382458643,100180.29964269648,135901.0,16.641063962445685,13.84214894301994,7.129476601137618,4.5408548497532815,4.980228737953033,49.9326881137353,6785902.247344742,0.0
"Kingston, NY",174523,6612.689157358669,21999.076210849526,458.7464616312236,21501.889407126855,76259.0,14.958847547985357,11.797176732509087,7.449575700623984,5.241332215535344,5.879123336903567,48.48772634903361,3697625.523650954,0.0
"Knoxville, TN",722306,102067.41032615001,266293.32455413253,131.67068148427086,204120.1456620383,323030.0,16.502111534174762,14.747421281230933,7.175990201294735,4.83889524977117,5.375390532851488,50.39449905226692,16278935.028853783,0.0
"Kokomo, IN",86164,12356.823770636238,62288.87635599373,5.068910356764847,23476.912515667795,38125.0,16.199011931775996,17.410684231893907,7.247110974420871,5.233791149602369,5.895641127929372,50.7745671155046,1935780.3712786129,0.0
"La Crosse-Onalaska, WI-MN",126834,21087.03092890852,104415.71703480609,134.4199862084663,49687.30513970863,51672.0,16.218964830826042,16.07792066325636,7.404264662483204,5.011716885391604,5.575428983853627,50.429340193380526,2605784.8664723583,0.0
"Lafayette, LA",377071,57247.802053661566,114513.47093121782,6.291834304864669,93958.75698606783,151766.0,15.557627804459903,13.16827438717731,7.9882517143677685,4.659393763989529,5.015885007202968,48.778786094480076,7402961.250414863,0.0
"Lafayette-West Lafayette, IN",181410,50556.5678853904,195971.5544753457,99.44307591318486,114058.77399547739,71494.0,16.32074207788983,15.846807564411494,7.371281511336579,4.935172844024584,5.476829408128623,50.42476791926945,3605068.35762025,0.0
"Lake Charles, LA",196636,28582.267565556947,57287.55881791047,6.130393694313411,46741.065664305075,82447.0,16.030173738921693,12.526265648608982,7.878636328487314,4.8272179583590304,5.259153305255942,50.02535506994567,4124440.4494518107,0.0
"Lake Havasu City-Kingman, AZ",153725,10812.426943302424,28772.399529544076,0.7877045866302445,21538.71592779314,79376.0,14.49203039892496,11.800829371826532,7.616901544966661,4.512445608901183,4.871691372308314,45.98509932402607,3650113.243943894,0.0
"Lakeland-Winter Haven, FL",485379,11708.80857110195,15033.70639330154,8.379568364043433,19872.725639139724,280576.0,13.677041944139104,11.455926259054763,7.600888604574981,4.841461526889709,5.316605655939911,45.113039675682806,12657636.220044378,0.0
"Lancaster, PA",471237,10085.575111898019,34295.27414619996,262.67128569858045,22318.626544604944,180546.0,15.510907631852842,13.792036712478293,7.976035943697123,5.4564082404425855,6.093246059883139,50.54750550772854,9126149.929398356,0.0
"Lansing-East Lansing, MI",512317,46241.76045506123,240434.85033255344,209.49980744905818,113708.00464211448,286956.0,17.935180484345,17.668399218669666,7.5713418421829335,5.423357287728273,6.107821005176032,54.97288110377723,15774798.0700155,0.0
"Laredo, TX",192147,11255.311920029355,27656.22051750366,0.3181362232536016,23583.75272057331,54722.0,15.336278438800264,11.851933637796101,11.365365579478212,4.824969363901494,4.755781678101999,51.618673499082234,2824677.051216778,0.0
"Las Vegas-Henderson-Paradise, NV",1372904,10113.787522199327,33560.41108942937,0.35156186323174965,20442.85246455688,559480.0,14.340236311238217,11.714136811644666,8.071448426109912,5.453122752979534,6.075674278157979,48.28071807972386,27012096.151243906,0.0
"Lawrence, KS",98498,11770.450250647893,47765.718414657116,0.8964112496356871,21883.586661658104,39751.0,15.053991098926314,17.76960772625793,7.078166155657983,4.92423313157223,5.505209244146168,47.615590729229005,1892767.3470775823,0.0
"Lawton, OK",120777,28003.5581838786,76948.73033711541,0.5534992836728231,50337.63207298265,48080.0,15.332680308794602,17.630954349859724,8.099813343981321,4.700741255053461,5.0592377756038625,48.525152992227845,2333089.355866315,0.0
"Lebanon, PA",122472,9540.686651167975,32466.19250962326,411.1114174175929,22490.61522633745,50038.0,15.475535465924157,15.149587142405359,7.512476729374878,5.111357424907634,5.695916381091177,49.270821467222,2465413.3645768543,0.0
"Lewiston, ID-WA",56623,22210.722940646396,94716.17809421565,70.65340793872171,50692.64153589755,24616.0,17.01558470833729,11.6690968739488,7.24008231374092,4.689865790595211,5.164795545600563,51.12591306661127,1258515.476047703,0.0
"Lewiston-Auburn, ME",103793,6413.727320180387,25196.714520268924,643.7496785503083,22699.326582717524,45960.0,15.43050382032676,14.935860582825498,7.193966356112645,4.758286098214972,5.263810053070478,48.07707014805161,2209622.144004452,0.0
"Lexington-Fayette, KY",408451,82750.6938935125,246308.67582942118,72.8555872051716,153346.5698016766,175308.0,15.685712724156712,15.646548078967465,7.193089881820446,5.106981208392996,5.734814129437547,49.406310667964405,8661321.510579504,0.0
"Lima, OH",105518,11266.127263245511,59053.311898962376,11.508707666486798,21558.60697700866,47582.0,14.72927826404957,16.449989559528333,7.5456234955173525,4.841669706954326,5.330177422264472,47.176027152835296,2244729.723986209,0.0
"Lincoln, NE",265415,25900.071289226616,103819.22471205922,12.950336717051846,54776.26823797783,110187.0,16.58993358616593,17.830327280813172,7.264248375638625,5.216353798349618,5.873529181387156,51.533998527707254,5678376.695772479,0.0
"Little Rock-North Little Rock-Conway, AR",606687,85268.02735457975,214106.17366666265,3.7250560796804306,153738.47717512905,259843.0,15.539638067342974,13.26391594858694,7.468046971049709,5.017889824818057,5.575063056779582,49.1402759873333,12768756.733376646,0.0
"Logan, UT-ID",102712,24106.65776869219,115988.5870320847,110.35076403418728,62365.82531281721,32902.0,19.40913602215192,13.404889573011141,9.780100755473288,5.24025937205187,5.5443835869325655,59.383015758761566,1953819.984494773,0.0
"Longview, TX",258549,47594.93369628342,119746.09003369858,2.3293804360235253,102077.10022149509,108876.0,16.692933568687856,14.666747030912731,7.740719007186371,4.685677711797565,5.087524371045999,50.89978822740566,5541765.343047018,0.0
"Longview, WA",94841,10094.401636256782,24090.418155195068,8.871186433343166,25931.8510559779,39407.0,17.514783179636563,9.461132134762066,7.677912611634207,5.034245098620813,5.56680704382368,53.30853111335183,2100729.2855838556,0.0
"Los Angeles-Long Beach-Anaheim, CA",12363176,14555.525397353893,69287.41496583475,0.29550239000972095,45731.21210915889,4239041.0,15.071164660053316,7.555745191968077,9.44649208076009,5.755249067158776,6.286448311368444,51.630518779393945,218863885.9571209,0.0
"Louisville/Jefferson County, KY-IN",1088985,139860.25919860628,382107.1214624874,172.31914965601862,290557.3998768669,463003.0,16.218315561871965,16.87227336014587,7.398431627822476,5.200590906887762,5.83182738202783,50.867481040482,23551796.324186288,0.0
"Lubbock, TX",255872,34306.6568303084,118281.3149192018,1.1982926027863796,74036.27299037177,105990.0,15.229583553773029,14.423832088089302,7.596994951537532,4.573886975804252,4.956071930349191,47.586120965237036,5043652.961105473,0.0
"Lynchburg, VA",139456,45688.966389672714,98943.97997922581,634.7927430115215,111728.78371505244,61143.0,18.969692440079132,15.402771000382325,7.482351073748947,5.011186402392633,5.564048307056223,55.99697066335607,3423822.7772695804,0.0
"Macon-Bibb County, GA",215959,68608.9240080218,164399.74513187498,16.932726442529944,132637.9272871087,91492.0,15.38919069640621,15.08548877527408,7.679297144732174,4.886023214024923,5.368245646094754,48.71194739766427,4456753.491307099,0.0
"Madera, CA",122343,7681.05298255259,35612.50050259052,0.9311503785194487,25857.392805473137,40074.0,17.133416365427028,8.125046577095237,9.783267207768324,5.042520208784028,5.278544349747918,54.37116449715433,2178870.0460589626,0.0
"Madison, WI",539868,40311.71930623507,198431.94180284534,298.3388137746425,109822.97853501345,229247.0,17.08157682036378,15.654295040859793,7.2295066762347,5.549507567090004,6.328132259426948,53.27030014347922,12212056.49699218,0.0
"Manchester-Nashua, NH",383450,7694.443865783914,39421.02824387213,374.7469817407965,27263.83014734646,150997.0,18.9831548225174,13.219907002867979,7.822206806624071,6.093533862098525,6.9763382184897,58.85838853224709,8887440.093203714,0.0
"Manhattan, KS",106947,35923.275079706254,137127.46300345554,4.098996947385745,70299.6941742471,42781.0,14.934700314921386,17.28730164369446,7.722305627779264,4.675840537585956,5.0766952679763335,47.344242063184325,2025434.0197050886,0.0
"Mankato, MN",84529,23013.041671382343,118367.89834762645,55.69335498922627,48253.40835767205,53586.0,16.52689032865381,17.541036696498356,7.4968822638422274,5.198301461102269,5.816621653179228,51.56558603543134,2763193.4932946237,0.0
"Mansfield, OH",128062,11178.350806617214,53342.483134337555,50.91079090927162,22736.192359950648,52698.0,15.500908447263889,16.449119477006036,7.462115693960738,4.911294458905466,5.426944128621663,48.80217117601565,2571776.8166336725,0.0
"McAllen-Edinburg-Mission, TX",569285,13579.92120669342,24426.161292604378,0.6151219596003403,20425.91346689268,192584.0,13.26991287640631,13.115749958131422,10.8537220197265,4.497753340477468,4.387416402979788,46.27871751599638,8912540.534100646,0.0
"Medford, OR",180939,10563.436922129173,37649.598236993246,15.712159146402016,24800.19083226944,75548.0,16.714632917801787,10.422953454310333,7.49472899706531,4.822147484225232,5.307354330401916,51.05349664729603,3856989.5647099204,0.0
"Memphis, TN-MS-AR",1206048,117828.81140207761,294689.42417659436,13.40147941554285,195296.07538450166,480946.0,15.299418184763065,16.81845475871469,7.978768095648602,5.215498176597037,5.769179568225415,49.56228220999718,23836781.379769303,0.0
"Merced, CA",210428,7140.185848571114,42460.35364596658,0.7153422995147459,24111.17320888855,68307.0,16.019400313971154,8.260157498857371,9.859372802098578,5.004474706438913,5.2131292589407145,52.115777395420515,3559872.406548989,0.0
"Miami-Fort Lauderdale-Pompano Beach, FL",5012893,35529.56625324676,41975.07982121012,4.622181621122079,56616.57354517716,2152524.0,13.274582461236244,11.260231150868286,7.95017365223286,5.257119249246048,5.828878781791777,45.58533660574318,98123531.09194073,0.0
"Midland, MI",79792,11565.758981000772,67336.96527258391,18.09398369689072,26569.92249849609,32884.0,18.191584895324613,18.173289979714617,7.649895854220975,5.471873454063697,6.163115119521921,55.66805421845582,1830588.2949197013,0.0
"Midland, TX",118838,23573.492542829423,64694.26427104373,0.3495299709505852,50375.42180987624,49247.0,16.241856798281912,13.024711658469927,8.09168199320321,5.063588891257256,5.54879022566092,51.18777470668522,2520844.340980127,0.0
"Milwaukee-Waukesha, WI",1505188,44024.52567189341,269258.7486835707,158.06482704768803,107026.23238464059,620340.0,15.442647658130337,16.246393001785744,7.594487645911042,5.507537361975773,6.218172555522274,50.20549287966976,31144475.45297434,0.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2952993,178361.87693956954,867580.9032426488,361.25726767397225,398311.57343256497,2174373.0,17.89733172814943,19.29789203181452,7.950141338498992,6.2299065083205285,7.1428119582253,57.117523261343685,124194800.40633765,0.0
"Missoula, MT",93387,8683.432791791625,57081.624176045276,8.011961227762525,24849.632336406565,40326.0,16.717965674338632,10.61805819273528,7.229643419319605,4.708866427640903,5.193838873566544,50.56828006920432,2039216.4620707333,0.0
"Mobile, AL",418089,29619.940371725337,61276.30315572773,0.2615971633124403,48621.15012764654,173283.0,15.242033330119117,15.946172159822616,7.889302901282705,4.705687748980791,5.093599900041244,48.17265721054297,8347502.559414518,0.0
"Modesto, CA",449518,7151.376066705167,48725.128039435054,0.5896545875741956,24469.74366098799,151941.0,16.501399440557066,8.731245338939676,9.221811050947904,5.249219118641418,5.636762448660027,53.11059149936348,8069676.383004786,0.0
"Monroe, LA",202245,41306.4413466948,95964.49996683976,2.2880050168720887,68786.85931469983,84226.0,14.938718846202885,12.468044014895336,7.797424367912287,4.469249772616789,4.787230507881108,46.93134234081596,3952839.239997565,0.0
"Monroe, MI",153002,12802.455017270644,69912.84143553572,19.408447162797458,29640.641828211395,58488.0,20.28589892795755,19.526482780681505,8.069823335642672,5.905788885442188,6.687705771142409,61.23511584814238,3581519.4557261514,0.0
"Montgomery, AL",352430,57225.0998480976,127304.56951129105,6.143768685515894,96973.13184482128,147036.0,15.45053063049829,15.573231829627984,7.632525186029557,4.901412314879659,5.393368330283987,48.82836709218978,7179527.783767217,0.0
"Morgantown, WV",105370,24789.54103881683,84211.1383400471,261.88141717011655,44333.363612897636,48059.0,14.13667890672902,17.23347092560755,6.990634280705077,4.2233102458386504,4.569562887557958,44.056865227559726,2117328.885971293,0.0
"Morristown, TN",129364,35919.88801985138,80743.00430292942,68.05620139063522,77448.25434220835,56329.0,17.0103322588072,13.86065161171254,7.439883594628019,4.5214660345212465,4.907830584903183,50.88984473166685,2866574.063890062,0.0
"Mount Vernon-Anacortes, WA",104121,11594.586935397025,39075.798611574675,22.660647669519722,27237.025576012526,43479.0,18.427625614514604,11.176299333397024,7.824828132653357,5.2424219106386145,5.828411228210363,55.750912500531534,2423993.9246106106,0.0
"Muncie, IN",117817,11266.220387057156,55360.374115455656,9.69392677995329,23136.94729962569,50633.0,15.684073533129453,16.01828172757252,7.1289504910157255,4.716639897252538,5.217178310362943,48.430915764890116,2452202.557923681,0.0
"Muskegon, MI",172082,11288.712313098811,71846.00162955098,17.204064956636678,23720.036802222196,69428.0,16.075221306551118,18.152257850578245,7.812469171673971,4.942613414796135,5.424666747030571,50.330191946602916,3494324.5664687473,0.0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",277080,22225.204460715453,48044.64497451867,55.63196628107715,38358.976714119024,178180.0,13.289817188269268,10.899469274924078,7.17027395658823,4.74403512135185,5.247996440571122,43.74193989504973,7793938.8504999615,0.0
"Napa, CA",114815,6866.409658463676,39765.61743190689,1.0032396097166631,25628.248808953533,45460.0,17.852406806419907,8.096477763469263,7.79085642119932,5.886908139726335,6.703091885437657,56.085670059203125,2549654.560891374,0.0
"Naples-Marco Island, FL",250724,11614.11168348647,13879.29759258881,2.442738788090229,19272.097581404254,143018.0,13.792086172717886,11.180598869335109,7.554503717234886,5.58863856177297,6.334203472774396,47.06151809721803,6730644.1952279275,0.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",1362624,187734.42514661956,455199.27984025434,87.98292899049392,366502.25649364386,564592.0,17.229607558914612,15.421912346185918,7.5229418590644075,5.351647541971343,6.018259359407508,53.35206387827248,30122148.449161615,0.0
"New Bern, NC",115936,34742.42631648484,75681.08272557218,199.19425701119752,65362.31324850292,50056.0,14.572043862848206,11.584131713824043,7.527515386379864,4.722437301630679,5.17051600611793,46.56455641982488,2330835.4361507543,0.0
