msa,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm
"Asheville, NC",39255,88100,4.488600178321233,23134697.787000045,262.5958886152105,2.301439307094637,24634,11965018.655000024,45156,264.9707382186204,1.1947501884902387,0.0079945079280715,7.427420555337016,4.660987847667101,4377.305563232045,2263.8956948958867,10.784282521444371,5285.145725563243
"Atlantic City-Hammonton, NJ",12717,33807,5.316820004718094,6918526.678000042,204.6477557310629,2.897538727687348,10507,3732094.506999977,18410,202.72104872351852,1.0510002610571572,0.0106463878326996,7.221586111836102,5.966596310219543,3928.8146710869446,2119.339613101426,5.7773978524866125,1760.970485300587
"Auburn-Opelika, AL",9142,21769,4.7624152264274775,5782902.4170000125,265.6485101290832,2.4784511047910742,6326,3006122.5040000025,11301,266.00499991151247,1.0777767976921095,0.0125652597115299,5.712743193802098,3.9530533191853054,3613.677141012746,1878.4955014724717,4.330159621106172,1600.2819818539
"Augusta-Richmond County, GA-SC",37974,94149,4.958603254858588,30318880.458000056,322.03082834655766,2.6260336019381683,28632,15798563.057000026,49810,317.17653196145403,1.083787966107795,0.0089540252961252,4.09306863524814,3.08613106768907,3267.953301166003,1702.865195412566,31.32629074635549,9277.635775022338
"Austin-Round Rock-Georgetown, TX",87049,214823,4.935679904421647,47402749.31599899,220.65956306354065,2.704901836896461,67750,25931301.05200032,117895,219.9525090292236,1.0787937397568508,0.0038763306331905,7.855598299273483,6.113990795710215,4277.785579474192,2340.128943951595,152.28661676244275,11081.141968276386
"Bakersfield, CA",41727,108328,5.192225657248304,35767635.07700043,330.1790402942954,2.744002684113404,32222,18978067.01999985,57222,331.6568281430193,1.0763729852558854,0.0028485547516689,1.9747034222298163,1.5248854140266288,1692.6803123066593,898.1248086778469,54.93725626128381,21130.76805877121
"Atlanta-Sandy Springs-Alpharetta, GA",250655,575914,4.5952723863477685,128448503.05699986,223.0341736040448,2.477213700105723,173864,68248984.79499905,310903,219.51857909058143,1.0890812833215182,0.0084174163645895,10.945396980942135,7.592150568289178,5608.983892468226,2980.2406978817435,445.2676842524541,22900.494192804013
"Bangor, ME",9041,21349,4.7227076650812965,11606909.526999958,543.6746230268377,2.4425395420860525,6178,6016368.348000005,11001,546.8928595582224,1.09022333741624,0.0149077356603945,0.9821397226968388,0.6711269999802091,1260.878985091808,653.5686694996973,10.063578935071568,9205.411196662008
"Barnstable Town, MA",23380,59937,5.127202737382378,9525890.585000051,158.93172139079456,2.653421727972626,18474,4922310.030000028,31060,158.4774639407607,1.120357534377341,0.0584352865421764,8.34070988676913,6.590516443463341,3398.3186391185163,1756.011973180671,29.236382332577,2803.1187173993067
"Battle Creek, MI",6826,18810,5.511280398476414,6619370.204000018,351.90697522594456,2.848666861998242,5621,3439490.942000014,9661,356.0181080633489,1.042991410343491,0.0067280819790911,3.669016105001818,3.0213213486983914,3557.9513453626187,1848.747093349828,2.746272716522151,1860.4442729739987
"Bay City, MI",4978,13969,5.61229409401366,4711197.50999999,337.26089984966643,2.904379268782644,3969,2461823.9550000075,7179,342.9201776013383,1.0299771884450994,0.0061289873241398,4.240714915161481,3.3811565886452226,4013.428193838608,2097.2064211471197,1.1113924281334322,1173.8586770364034
"Beaumont-Port Arthur, TX",28576,72659,5.085316349384098,19188755.617000137,264.0933073260041,2.69138437849944,21535,10114921.832000006,38424,263.2448946491777,1.07307018788266,0.0045544451384551,4.210608380374783,3.173133100201951,2827.419345251416,1490.4106464394974,11.70227902745086,6786.667725545274
"Beckley, WV",10967,25596,4.6678216467584575,8739234.813000096,341.4297082747342,2.387435032369837,7252,4548089.799000002,13054,348.405837214647,1.1807730435381223,0.0062815995097288,3.315569563731801,2.192441914487373,2642.0662857926955,1374.98934172367,1.6899177748644525,3307.727311761247
"Bellingham, WA",9509,23068,4.851824587233147,6308885.12599995,273.490771891796,2.5352823640761386,6590,3262893.231999994,12058,270.5998699618505,1.095053618684618,0.0080444518162215,1.467396782245734,1.0169465553685335,973.5658569197916,503.5186696233226,9.72430986936795,6480.183216326283
"Bend, OR",12623,32310,5.119226808207241,9682531.40799993,299.675995295572,2.6916739285431355,9764,4949627.7939999895,17008,291.0176266462835,1.1069313693630525,0.029574317968015,1.5961814690569656,1.2346602126176196,1224.358489028879,625.8816575704737,14.779974804385038,7908.248682687534
"Billings, MT",13038,33362,5.1176560822212,16933092.497999933,507.5562765421717,2.6675870532290227,9776,8766506.810000036,17353,505.1868155362206,1.0996543066764728,0.0040915115541981,0.772427427237835,0.579172459631621,1003.1895285634585,519.3657233556747,17.541709356325928,16879.25563003801
"Binghamton, NY",10477,26912,5.137348477617639,10415024.979999963,387.0030090665861,2.6803474276987687,8245,5483928.640000017,13961,392.80342668863386,1.0716749194213036,0.0052288518014468,3.268159337759143,2.5719169361290577,3248.827063222451,1710.6378345347766,8.83843013998542,3205.780048405992
"Baltimore-Columbia-Towson, MD",91320,218780,4.791502409110819,42454624.83899869,194.05167217752395,2.663250109505037,68878,23469613.13700013,121763,192.74831547350288,1.0814034828480072,0.0195543802304476,11.327782353172497,8.543966194938845,5266.280662086817,2911.28635051572,151.80662617506303,8061.595566799057
"Bismarck, ND",6859,19081,5.56378480828109,12557890.118999971,658.1358481735743,2.9026097098702435,5742,6520616.62100001,9904,658.3821305533128,1.0617589804335392,0.002827140549273,0.6095733935912887,0.5103033133111503,1116.0454433861096,579.5005688833268,10.456106027305044,11252.131526919748
"Blacksburg-Christiansburg, VA",9460,22150,4.6828752642706135,7508689.059999981,338.9927340857779,2.50708245243129,6589,4031526.715999989,11835,340.6444204478233,1.1403021167260616,0.0082805238698774,3.352796176396882,2.33526152286248,2661.216064494824,1428.8464438104272,5.934730948336399,2821.525527437904
"Bloomington, IL",9033,24503,5.425218642754345,9449337.03399995,385.6400046524895,2.9479685597254512,7647,4997883.852000003,13257,376.9996116768502,1.043363873413884,0.0055819567021196,2.940565208381241,2.489372539410091,3076.0978328848278,1626.9902989839068,4.594963851216923,3071.8584217258685
"Bloomington, IN",7717,19047,4.9363742386937925,6274297.861000077,329.4113435711701,2.593235713360114,5666,3223635.125000016,9956,323.7881804941759,1.0841163463694474,0.0114503816793893,3.7305179891222897,2.739032645635207,3033.0933056333147,1558.3554262250923,10.209268767409933,2068.6135336974057
"Bloomsburg-Berwick, PA",6107,16016,5.245128541018503,6281489.434000032,392.2008887362657,2.732438185688554,4861,3226310.0059999893,8262,390.4998796901464,1.0819469158783177,0.0077463083999031,3.7745818830100606,3.004460870036336,3882.429378728613,1994.1004253515048,2.202038481446424,1617.9275451642714
"Birmingham-Hoover, AL",78431,189591,4.834593464318956,47035196.51400066,248.08770729623592,2.524945493491094,55084,24575308.492000222,98997,248.2429618271283,1.0926746375976344,0.0064143357879531,6.638502561209091,4.662381903604972,3981.1206350188863,2080.08629708466,30.1243205090974,11814.56198545401
"Boise City, ID",43821,111007,5.066383697314073,34176719.23499992,307.87895569648686,2.631249857374318,33086,17426396.137999967,58009,300.40849071695715,1.127429861793831,0.0074815976831181,1.43122679946098,1.080613630153716,1116.2373402429305,569.1591969769944,73.02067763343719,30617.788890274835
"Boulder, CO",14392,36240,5.036131183991106,6702837.937000082,184.9568967163378,2.743468593663146,11311,3553050.3990000025,19740,179.99242142857156,1.1195170550556912,0.0130699088145896,7.50168579802257,5.895745418387527,3493.7871149555594,1851.9919203610852,18.20133490965292,1918.5021057258496
"Bowling Green, KY",11171,27250,4.878703786590278,11050134.449000046,405.5095210642219,2.54372929907797,8105,5722810.554999992,14160,404.1532877824853,1.0986694956676253,0.0140536723163841,2.631664371044597,1.909376038610372,2603.190862473006,1348.1798084174595,6.751971606417863,4244.842208190039
"Bremerton-Silverdale-Port Orchard, WA",12374,28776,4.651042508485534,6541792.045999993,227.33500298860136,2.385485695813803,7977,3379408.2850000216,14763,228.9106743209389,1.1049544594383085,0.0092122197385355,8.530875918369869,5.499498723196739,4510.03848619726,2329.8297039636577,3.989498285458119,1450.4958363483615
"Bridgeport-Stamford-Norwalk, CT",30857,77301,5.01027319570924,15506861.320000228,200.6036315183533,2.634086268917912,23833,8163304.714999944,40624,200.94783170047128,1.091871271547315,0.0225728633320204,16.553302056655195,12.785262595724252,8318.688122002355,4379.2218533205305,68.32242502141834,1864.099373912775
"Brownsville-Harlingen, TX",15184,40115,5.283851422550053,10338105.756999953,257.71172272217257,2.815595363540569,12290,5519015.506000018,21369,258.2720532547156,1.068539078009165,0.0044456923580888,3.920060420297138,3.172915079389609,2668.993624793302,1424.8468285087492,10.41596344950044,3873.409685570373
"Boston-Cambridge-Newton, MA-NH",166287,415686,4.999621136949972,70762208.69199961,170.22995408072347,2.696398395545052,132633,38059163.87200032,224475,169.54745014812482,1.093933780479568,0.0283995990644837,15.000228940013931,11.96440710940042,6383.236997967599,3433.197852781708,271.781972619872,11085.630803701955
"Brunswick, GA",11009,27385,4.975020437823599,9346181.532000037,341.2883524557252,2.605141248069761,8082,4869108.120999992,14310,340.25912795248024,1.092856360740593,0.0115303983228511,2.648827695256525,1.9445749326063435,2248.744162672064,1171.5349661280077,2.377118692590903,4156.178229227491
"Burlington, NC",8557,21105,4.932803552646956,5343392.991999999,253.18137844112763,2.55685403763001,6132,2745265.9540000134,10901,251.83615760022136,1.0589585732143114,0.0072470415558205,7.610602514885873,5.453805611929434,4752.417920175148,2441.641693764528,3.3694901483632425,1124.3525047147098
"Burlington-South Burlington, VT",10854,26095,4.808365579509858,9185818.64699997,352.0145103276478,2.480375898286346,7690,4727688.385000015,13448,351.5532707465805,1.0888534763263316,0.024390243902439,2.788371537689015,1.9755460774671572,2359.8189852282785,1214.5339719731885,8.325908385996573,3892.594603442168
"California-Lexington Park, MD",8149,17889,4.3904773591851765,4592195.502999978,256.7049864721325,2.288378942201497,4935,2365902.453999997,9325,253.7160808579085,1.0829830370826268,0.0067560321715817,4.11871114414516,2.4942740822624083,2321.012000773015,1195.787066296499,1.988754501244804,1978.5315635897373
"Canton-Massillon, OH",19333,52480,5.429059121708995,12510681.192999896,238.3895044397846,2.800600010345006,15322,6435014.273000001,26977,238.5370601994292,1.0507645934026992,0.0040775475404974,7.6275839048831955,6.045095980480025,4935.926680124704,2538.8512541472323,7.337700607238546,2534.6164973187606
"Buffalo-Cheektowaga, NY",30091,81425,5.411917184540228,20889065.31700024,256.54363299969594,2.871955069622146,25522,11079167.473999944,43224,256.3198101517662,1.0570463450308498,0.0138349065334073,4.92741871234684,4.1792423108742165,3420.5965679579394,1814.2201033070285,45.03849009507663,6106.848586786367
"Cape Girardeau, MO-IL",8862,21982,4.960956894606183,9437404.863999989,429.3242136293326,2.561611374407583,6369,4811705.714999984,11299,425.85235109301567,1.0934348794841078,0.0061067351093017,2.344863758520753,1.6852219902977514,2497.114493351506,1273.1656903374687,1.15135371798551,3779.3240514709287
"Cape Coral-Fort Myers, FL",43551,110468,5.073040802737021,19121296.59699978,173.09353475214343,2.8562145530527427,36063,10604652.33600008,62302,170.21367429617158,1.0820652057792306,0.0231774260858399,13.877764546299026,11.491672357309405,6093.105829788335,3379.230516276758,48.062355039050246,3138.1855380745988
"Carbondale-Marion, IL",15822,39644,5.0112501580078375,11298887.853000142,285.0087744173177,2.573821261534572,11281,5814306.2949999785,20298,286.44725071435505,1.0798829926653553,0.0133510690708444,4.37162358777625,3.1169438562573557,3121.8862756803164,1606.494662228406,4.213465854965188,3619.250304221253
"Carson City, NV",2699,7017,5.199703593923675,1100686.8170000005,156.86002807467585,2.7751018895887367,2137,597034.722000001,3747,159.33672858286656,1.0724195207360143,0.002668801708033,6.614549055517636,5.237232801645494,2697.497942129702,1463.1772717733757,5.66509504203298,408.0399098028586
"Casper, WY",5774,15528,5.378593695878074,8166183.903999978,525.9005605358049,2.772081745756841,4557,4216255.106999992,7972,528.8829788008019,1.1079744986283624,0.0022579026593075,0.4149340853968152,0.3274774207054532,586.8424055054423,302.990640218686,1.3966645497360155,13915.463210206346
"Chambersburg-Waynesboro, PA",7228,18575,5.139734366353071,6737179.098000005,362.7014319246301,2.6411178749308246,5526,3456835.8000000063,9498,363.9540745420095,1.079661927810267,0.0097915350600126,3.607829781685535,2.758282702489522,3362.8383224009,1725.4669548473662,4.745853124578187,2003.4204597710168
"Cedar Rapids, IA",14163,38954,5.5008119748640825,15512251.311999964,398.2197287056519,2.8830050130622045,11677,8088962.180000001,20346,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2968.5924541166696,1547.9914298840224,14.45945952774668,5225.456694295805
"Champaign-Urbana, IL",10905,31189,5.720128381476387,12025524.01599993,385.5693999807602,2.981292984869326,9329,6257414.634999986,16189,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3228.1517501948056,1679.7508348737151,10.81752157947859,3725.2040630599968
"Charleston, WV",19782,45587,4.608937417854615,17886359.721999723,392.3565867900876,2.399454049135578,12998,9318266.830000011,23627,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446332,2589.8328873800224,1349.2266880909146,13.04791450942498,6906.376009493908
"Charleston-North Charleston, SC",43999,105673,4.803427350621605,25334051.70300016,239.74006324226767,2.5582854155776267,32118,13318320.744999995,56448,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3214.763426937136,1690.0277516278136,29.0475608186785,7880.533755834457
"Charlottesville, VA",13047,29496,4.521499195217292,11219546.868999816,380.3751989761261,2.3999386832221967,8629,5836539.310999981,15628,373.4668102764257,1.1289379250294902,0.0161249040184284,3.0361801446552565,2.0080630388771525,2610.9117372335627,1358.22677776945,5.652871172725456,4297.175852021594
"Chattanooga, TN-GA",33250,80732,4.85606015037594,21448346.20300031,265.6734157830886,2.510827067669173,23525,11179346.882000154,41691,268.1477268954967,1.1142391748631677,0.009402508934782,5.97871891086425,4.230056011370872,3856.650618064403,2010.1706049481384,41.29371206117299,5561.392080095896
"Cheyenne, WY",6626,18189,5.490190159975853,8465060.044000026,465.39447160371793,2.8892242680350138,5492,4472443.615999992,9546,468.5149398701018,1.0726485579773153,0.0026188979677351,0.9535182137226864,0.7903293132757311,1218.1691717793829,643.609485014148,4.947734084638125,6949.002027062539
"Charlotte-Concord-Gastonia, NC-SC",129839,307364,4.734540469350503,72915066.4159995,237.2270871539917,2.519535732715132,91507,38486169.03800027,163720,235.07310675543775,1.0739433591608556,0.0079403860249205,8.783879885811132,6.190639921063157,4932.856732292153,2603.6698225865707,160.87794872460876,14781.509047013824
"Chico, CA",13425,32244,4.803575418994414,10575261.23300008,327.9760958007716,2.4764245810055865,9020,5410187.61600004,16600,325.91491662650844,1.1453268899918907,0.0043975903614457,3.092410983615219,2.0777316254904488,2435.9816753467167,1246.221497738366,7.338830056155094,4341.272900377991
"Cincinnati, OH-KY-IN",79943,190256,4.759791351337828,51731287.06799957,271.9035776427528,2.524361107288944,55840,27295976.974000067,101209,269.6991075299634,1.0774668454764966,0.0091592644922882,6.660834128794059,4.652577183141242,4310.240076416626,2274.2951228649968,142.47899459492942,12001.950274428113
"Clarksville, TN-KY",17867,44029,4.928527452846029,16351882.206999712,371.38890747007,2.55868360664913,13006,8510266.797000024,22809,373.1100353807718,1.098384505932832,0.0087246262440264,3.078206050545328,2.2407313982981214,2817.174833345889,1466.1865308266906,5.439656461524104,5804.354778925447
"Cleveland, TN",7410,18105,4.886639676113361,6093387.561999955,336.5582746202681,2.5473684210526315,5379,3153172.1869999864,9395,335.6223722192641,1.129790839159883,0.0077700904736562,3.696985466640782,2.683682162626285,3040.1032738628264,1573.1756746497815,4.20652208558856,2004.335712667272
"Chicago-Naperville-Elgin, IL-IN-WI",264614,704691,5.326180776527319,131327439.60599776,186.3617381320292,2.892110772672648,218762,71755042.28499983,383224,187.2404710691393,1.058542230351346,0.0127053629209026,10.667107244415948,8.818723555831973,5294.065629224971,2892.5859228222785,334.47668850830496,24806.537886690978
"Cleveland-Elyria, OH",56679,149681,5.281709275040138,34623033.71899912,231.31214862941263,2.7743079447414387,46048,18464610.529999804,78691,234.6470438804921,1.0586413812359594,0.0227853248783215,5.505988189681926,4.473257187996848,3363.397638415784,1793.714206412524,57.85508304155945,10294.064943004223
"Coeur d'Alene, ID",10319,26047,5.048357398972769,9557349.552999968,366.9270761699992,2.6633394708789613,7775,4971967.374999981,13715,362.520406489244,1.2158810146339367,0.0051768137076193,3.025890878733579,2.279901306536833,2802.548390085381,1457.9543298162012,2.2973864075276174,3410.235336813862
"Colorado Springs, CO",37008,91141,4.9254755728491135,20661306.54499991,226.69607031961365,2.67960981409425,28150,11026795.962000016,49654,222.07266206146568,1.1001536295319323,0.0076529584726306,5.317528875457404,4.044758912779018,2968.739033660669,1584.3954261703466,35.79102936606159,6959.623702432014
"College Station-Bryan, TX",15470,38345,4.957336780866193,12708179.944999857,331.41687169122065,2.6641241111829346,11613,6708741.131000006,20592,325.7935669677547,1.0759424076526756,0.0046134421134421,2.7929926655877555,2.096640195570175,2294.366734282741,1211.2129782941124,6.270639150771733,5538.861662833799
"Columbia, MO",13860,34171,4.930880230880231,12692942.315000096,371.4536394896285,2.574603174603175,10133,6554215.299000013,17795,368.3178026973876,1.0860436262836657,0.0087665074459117,3.094361063664004,2.262277103759549,2833.8056625447,1463.283450512018,5.40129067098143,4479.115305176605
"Columbus, GA-AL",20876,52155,4.996646867215942,17559227.326000053,336.6739013709146,2.6362808967235103,15725,9247185.59799999,27444,336.94744199096306,1.0831836091352125,0.0058300539279988,2.8627220494636543,2.156366364620424,2407.893621272517,1268.0648642880494,15.593812065599826,7292.360082220076
"Columbus, IN",4766,12698,5.328577423415863,3801103.612000018,299.34663821074327,2.8757868233319344,3972,1975485.8050000065,6813,289.95828636430446,1.059961629292797,0.0154117129018053,4.48479481774326,3.737642680670632,3576.829580529347,1858.927507509316,4.74948974444425,1062.7019058138856
"Columbia, SC",50727,125470,4.946872474224771,37973470.13499994,302.64979784012064,2.5855264454826816,37579,19622567.78400003,65592,299.1609919502383,1.0803210041213342,0.0091017197219173,5.107705332944923,3.7838322531736015,3823.5514798620848,1975.7977825696416,44.48222709379807,9931.465637379006
"Corpus Christi, TX",18373,49267,5.362978283350569,13539040.265999934,274.8095127773141,2.915582648451532,15654,7410486.076000014,26774,276.77919160379525,1.0468613757829317,0.0020915813849256,3.526640218059278,3.0047366229521555,2598.7766786044394,1422.419758939201,29.257110223044617,5209.774420967365
"Corvallis, OR",4224,10374,4.911931818181818,3355752.564000016,323.4772087912103,2.53125,2948,1693206.5940000026,5329,317.7343955714023,1.1281753338652076,0.003377744417339,2.401992136794862,1.6763903454714142,1908.260244260709,962.8477568080532,6.088230390753204,1758.5403113085808
"Crestview-Fort Walton Beach-Destin, FL",20707,50597,4.886946443231757,12353179.198000088,244.14845144969243,2.61669966677935,15504,6559571.916999976,27109,241.9702651149056,1.0844947306767372,0.0144601423881367,3.445773507994126,2.5799619678341106,2055.645801901426,1091.5535391597411,29.792007363900076,6009.390910911635
"Cumberland, MD-WV",7332,17325,4.725859247135843,5427516.958999971,313.2765921500705,2.488543371522095,5076,2831839.417999983,9094,311.3964611831958,1.1230127990275218,0.0058280184737189,3.743197109492989,2.591444152725916,2770.9036814856618,1445.7355597389314,3.1739964946890056,1958.7533826112376
"Columbus, OH",78973,203726,5.159383586795487,51632759.87200068,253.44217170120984,2.717346434857483,62243,27267990.771000184,107271,254.1972273121364,1.0678259972606328,0.0127434255297331,6.286419279626452,4.954675588135049,4110.077838244312,2170.590238429485,79.25886331614682,12562.47737976088
"Dalton, GA",6715,16341,4.867014147431124,5499575.242000025,336.5507155008888,2.4930752047654505,4726,2809868.782999991,8341,336.8743295767883,1.1012926012922888,0.0056348159693082,4.06475607268438,2.860765033433564,3329.029316769065,1700.8832761199528,13.684253761293164,1652.0056505052191
"Danville, IL",6307,17356,5.50372601870937,6849589.432000014,394.6525369900907,2.809735214840653,5005,3478837.5100000035,8773,396.5390983699992,1.0402977967900604,0.0046734298415593,2.7039339710229866,2.1457411645742903,2936.5526482868054,1491.4455244899364,0.7968117906006345,2332.527372187959
"Daphne-Fairhope-Foley, AL",17941,43038,4.797725879270944,11113367.953999808,258.22222115339486,2.55102837077086,12959,5858519.173000013,23067,253.97837486452568,1.0779624863375448,0.0160835826071877,3.418299772616481,2.4690790230944195,2117.430642113641,1116.2239984914577,7.774603461131945,5248.515693012892
"Davenport-Moline-Rock Island, IA-IL",21448,56885,5.304457292055203,18742820.0059998,329.4861563856869,2.8183047370384187,17093,9883489.47700007,30173,327.5607157723816,1.0454545525311407,0.0058993139561859,3.576777631459916,2.8505156683394413,3125.6480486730457,1648.221003455022,15.556681438447876,5996.458882808904
"Dayton-Kettering, OH",35069,91624,5.225355727280504,19357781.58299972,211.2741375949502,2.76671704354273,27747,10306675.326999877,48469,212.644686851387,1.0516497788452823,0.0077781674884978,10.484391571997236,8.295372350172725,5787.292539888949,3081.3316585505536,38.72180242531939,3344.876978237421
"Decatur, AL",10821,27196,5.026522502541355,9943451.660000077,365.6218436534812,2.641622770538768,8148,5214131.346999993,14256,365.7499541947245,1.079158694326216,0.0119248035914702,3.178201848224268,2.393123432153344,2920.459887583486,1531.426105158439,2.00525994004747,3404.755429881187
"Decatur, IL",6321,16968,5.368770764119601,5495405.666999963,323.8687922560092,2.869482676791647,5126,2921396.2189999945,9030,323.52117596899166,1.036979310562622,0.0044296788482834,4.165895147677753,3.378322817116937,3621.7819653023207,1925.3647102003176,2.8809857867529898,1517.3209540628009
"Deltona-Daytona Beach-Ormond Beach, FL",32969,84130,5.1035821529315415,16658144.858999984,198.00481230238896,2.750492887257727,26196,9033314.176000034,45455,198.73092456275512,1.0694960716566502,0.0100758992410075,6.362483961328322,5.055404466345862,3214.752630982779,1743.2835864733534,47.14377825007117,5181.781235188674
"Dallas-Fort Worth-Arlington, TX",306229,762195,4.977941344549341,141165592.0449943,185.20928639651837,2.837203530691084,251068,80187102.4009992,434864,184.39581662542588,1.0692543779827168,0.0043530851024688,13.131556621679884,10.766170603998724,6053.391301842105,3438.542644580245,703.9591168151902,23320.083735878143
"Des Moines-West Des Moines, IA",32219,86749,5.38495918557373,30190729.559999727,348.0239490945109,2.8803190663893976,26345,15998990.148000011,46316,345.4311716901289,1.0461696775757916,0.004749978409189,3.414488832371883,2.7919770411507887,3199.537816933448,1695.5328591692423,24.020330760963407,9435.965844884313
"Detroit-Warren-Dearborn, MI",146391,386138,5.275433599060052,71488192.0310033,185.1363813740251,2.904714087614676,124094,38576989.5650001,212881,181.2138686167394,1.0567736009494784,0.0097707169733325,13.463069510294142,11.412492214756654,6574.519598053522,3547.79113477938,168.92206296519845,10873.523299279292
"Dothan, AL",12672,33332,5.260732323232324,12721966.378,381.6742583103324,2.794270833333333,10373,6554041.934000014,17654,371.2496847173453,1.0557697262996624,0.0082134360484875,2.828938075762226,2.315701914447725,2840.092730846832,1463.1454211833127,8.589296021024984,4479.419365369343
"Dover, DE",8018,19869,4.956098777750063,5535471.314999995,278.5983851728821,2.714018458468446,6271,2941284.628999995,10857,270.9113593994653,1.070956152034814,0.008842221608179,3.8795604633776737,3.0342633656574445,2678.373117963981,1423.1593362694998,3.922292185304984,2066.728969863577
"Dubuque, IA",5437,13784,5.070443259150267,4594720.732999966,333.3372557312801,2.6952363435718225,4122,2450874.3480000054,7296,335.9202779605271,1.0622299027511208,0.0041118421052631,3.409677477261341,2.5850083798549286,2881.463269747232,1537.0040581153562,4.178573826110598,1594.5789700810672
